xcoord	xcoord	ycoord	lab	tumor	tumor_id
C1_22_8	22	8	L1	non	non
C1_25_8	25	8	L2	tumor	T0
C1_21_8	21	8	L3	non	non
C1_20_8	20	8	L4	tumor	T0
C1_23_8	23	8	L5	non	non
C1_24_8	24	8	L6	non	non
C1_26_8	26	8	L7	tumor	T0
C1_22_9	22	9	L8	tumor	T0
C1_26_9	26	9	L9	tumor	T0
C1_21_9	21	9	L10	tumor	T0
C1_20_9	20	9	L11	tumor	T0
C1_27_9	27	9	L12	tumor	T0
C1_23_9	23	9	L13	tumor	T0
C1_25_9	25	9	L14	tumor	T0
C1_18_9	18	9	L15	tumor	T0
C1_19_9	19	9	L16	tumor	T0
C1_24_9	24	9	L17	tumor	T0
C1_22_10	22	10	L18	tumor	T0
C1_21_10	21	10	L19	tumor	T0
C1_15_10	15	10	L20	tumor	T0
C1_25_10	25	10	L21	tumor	T0
C1_13_10	13	10	L22	non	non
C1_19_10	19	10	L23	non	non
C1_20_10	20	10	L24	non	non
C1_26_10	26	10	L25	tumor	T0
C1_14_10	14	10	L26	non	non
C1_27_10	27	10	L27	tumor	T0
C1_28_10	28	10	L28	tumor	T0
C1_16_10	16	10	L29	tumor	T0
C1_17_10	17	10	L30	tumor	T0
C1_24_10	24	10	L31	tumor	T0
C1_23_10	23	10	L32	tumor	T0
C1_18_10	18	10	L33	tumor	T0
C1_21_11	21	11	L34	tumor	T0
C1_22_11	22	11	L35	tumor	T0
C1_20_11	20	11	L36	tumor	T0
C1_17_11	17	11	L37	non	non
C1_19_11	19	11	L38	non	non
C1_29_11	29	11	L39	non	non
C1_15_11	15	11	L40	tumor	T0
C1_27_11	27	11	L41	tumor	T0
C1_23_11	23	11	L42	tumor	T0
C1_28_11	28	11	L43	non	non
C1_16_11	16	11	L44	tumor	T0
C1_18_11	18	11	L45	tumor	T0
C1_26_11	26	11	L46	tumor	T0
C1_24_11	24	11	L47	tumor	T0
C1_25_11	25	11	L48	tumor	T0
C1_13_11	13	11	L49	tumor	T0
C1_14_11	14	11	L50	tumor	T0
C1_12_11	12	11	L51	non	non
C1_22_12	22	12	L52	tumor	T0
C1_21_12	21	12	L53	tumor	T0
C1_11_12	11	12	L54	non	non
C1_30_12	30	12	L55	non	non
C1_31_12	31	12	L56	tumor	T0
C1_14_12	14	12	L57	non	non
C1_16_12	16	12	L58	tumor	T0
C1_20_12	20	12	L59	tumor	T0
C1_29_12	29	12	L60	non	non
C1_23_12	23	12	L61	tumor	T0
C1_25_12	25	12	L62	non	non
C1_19_12	19	12	L63	non	non
C1_24_12	24	12	L64	tumor	T0
C1_28_12	28	12	L65	non	non
C1_26_12	26	12	L66	non	non
C1_27_12	27	12	L67	non	non
C1_12_12	12	12	L68	tumor	T0
C1_15_12	15	12	L69	tumor	T0
C1_18_12	18	12	L70	non	non
C1_13_12	13	12	L71	tumor	T0
C1_17_12	17	12	L72	non	non
C1_21_13	21	13	L73	tumor	T0
C1_10_13	10	13	L74	non	non
C1_19_13	19	13	L75	tumor	T0
C1_11_13	11	13	L76	non	non
C1_30_13	30	13	L77	non	non
C1_31_13	31	13	L78	tumor	T0
C1_22_13	22	13	L79	tumor	T0
C1_20_13	20	13	L80	tumor	T0
C1_25_13	25	13	L81	non	non
C1_23_13	23	13	L82	tumor	T0
C1_26_13	26	13	L83	tumor	T0
C1_29_13	29	13	L84	tumor	T0
C1_9_13	9	13	L85	tumor	T0
C1_12_13	12	13	L86	non	non
C1_28_13	28	13	L87	tumor	T0
C1_27_13	27	13	L88	tumor	T0
C1_16_13	16	13	L89	tumor	T0
C1_24_13	24	13	L90	tumor	T0
C1_18_13	18	13	L91	tumor	T0
C1_14_13	14	13	L92	tumor	T0
C1_15_13	15	13	L93	tumor	T0
C1_17_13	17	13	L94	tumor	T0
C1_13_13	13	13	L95	tumor	T0
C1_31_14	31	14	L96	tumor	T0
C1_22_14	22	14	L97	tumor	T0
C1_21_14	21	14	L98	non	non
C1_20_14	20	14	L99	non	non
C1_11_14	11	14	L100	tumor	T0
C1_30_14	30	14	L101	non	non
C1_19_14	19	14	L102	non	non
C1_29_14	29	14	L103	tumor	T0
C1_26_14	26	14	L104	tumor	T0
C1_23_14	23	14	L105	tumor	T0
C1_25_14	25	14	L106	non	non
C1_10_14	10	14	L107	tumor	T0
C1_9_14	9	14	L108	non	non
C1_16_14	16	14	L109	tumor	T0
C1_14_14	14	14	L110	tumor	T0
C1_15_14	15	14	L111	tumor	T0
C1_12_14	12	14	L112	tumor	T0
C1_27_14	27	14	L113	tumor	T0
C1_17_14	17	14	L114	tumor	T0
C1_18_14	18	14	L115	tumor	T0
C1_13_14	13	14	L116	tumor	T0
C1_24_14	24	14	L117	tumor	T0
C1_28_14	28	14	L118	tumor	T0
C1_22_15	22	15	L119	tumor	T0
C1_31_15	31	15	L120	non	non
C1_21_15	21	15	L121	tumor	T0
C1_7_15	7	15	L122	tumor	T0
C1_30_15	30	15	L123	non	non
C1_10_15	10	15	L124	tumor	T0
C1_11_15	11	15	L125	tumor	T0
C1_8_15	8	15	L126	non	non
C1_25_15	25	15	L127	tumor	T0
C1_26_15	26	15	L128	tumor	T0
C1_15_15	15	15	L129	tumor	T0
C1_20_15	20	15	L130	non	non
C1_9_15	9	15	L131	tumor	T0
C1_23_15	23	15	L132	tumor	T0
C1_29_15	29	15	L133	non	non
C1_24_15	24	15	L134	non	non
C1_27_15	27	15	L135	tumor	T0
C1_14_15	14	15	L136	tumor	T0
C1_28_15	28	15	L137	non	non
C1_17_15	17	15	L138	tumor	T0
C1_12_15	12	15	L139	tumor	T0
C1_13_15	13	15	L140	tumor	T0
C1_18_15	18	15	L141	tumor	T0
C1_19_15	19	15	L142	non	non
C1_16_15	16	15	L143	tumor	T0
