xcoord	xcoord	ycoord	lab	tumor	tumor_id
D1_22_16	22	16	L1	tumor	T0
D1_28_16	28	16	L2	tumor	T0
D1_21_16	21	16	L3	tumor	T0
D1_27_16	27	16	L4	tumor	T0
D1_20_16	20	16	L5	tumor	T0
D1_26_16	26	16	L6	tumor	T0
D1_24_16	24	16	L7	tumor	T0
D1_23_16	23	16	L8	tumor	T0
D1_16_16	16	16	L9	tumor	T0
D1_25_16	25	16	L10	tumor	T0
D1_15_16	15	16	L11	tumor	T0
D1_14_16	14	16	L12	tumor	T0
D1_18_16	18	16	L13	tumor	T0
D1_25_17	25	17	L14	tumor	T0
D1_22_17	22	17	L15	tumor	T0
D1_11_17	11	17	L16	tumor	T0
D1_9_17	9	17	L17	tumor	T0
D1_29_17	29	17	L18	tumor	T0
D1_21_17	21	17	L19	tumor	T0
D1_10_17	10	17	L20	tumor	T0
D1_20_17	20	17	L21	tumor	T0
D1_27_17	27	17	L22	tumor	T0
D1_28_17	28	17	L23	tumor	T0
D1_26_17	26	17	L24	tumor	T0
D1_19_17	19	17	L25	tumor	T0
D1_17_17	17	17	L26	tumor	T0
D1_12_17	12	17	L27	tumor	T0
D1_15_17	15	17	L28	tumor	T0
D1_24_17	24	17	L29	tumor	T0
D1_14_17	14	17	L30	tumor	T0
D1_18_17	18	17	L31	tumor	T0
D1_23_17	23	17	L32	tumor	T0
D1_16_17	16	17	L33	tumor	T0
D1_13_17	13	17	L34	tumor	T0
D1_22_18	22	18	L35	tumor	T0
D1_11_18	11	18	L36	tumor	T0
D1_29_18	29	18	L37	tumor	T0
D1_16_18	16	18	L38	tumor	T0
D1_28_18	28	18	L39	tumor	T0
D1_21_18	21	18	L40	tumor	T0
D1_26_18	26	18	L41	tumor	T0
D1_10_18	10	18	L42	tumor	T0
D1_19_18	19	18	L43	tumor	T0
D1_25_18	25	18	L44	tumor	T0
D1_27_18	27	18	L45	tumor	T0
D1_17_18	17	18	L46	tumor	T0
D1_20_18	20	18	L47	tumor	T0
D1_23_18	23	18	L48	tumor	T0
D1_14_18	14	18	L49	tumor	T0
D1_24_18	24	18	L50	tumor	T0
D1_8_18	8	18	L51	tumor	T0
D1_9_18	9	18	L52	tumor	T0
D1_6_18	6	18	L53	tumor	T0
D1_5_18	5	18	L54	tumor	T0
D1_12_18	12	18	L55	tumor	T0
D1_15_18	15	18	L56	tumor	T0
D1_13_18	13	18	L57	tumor	T0
D1_7_18	7	18	L58	tumor	T0
D1_22_19	22	19	L59	tumor	T0
D1_11_19	11	19	L60	tumor	T0
D1_16_19	16	19	L61	tumor	T0
D1_27_19	27	19	L62	tumor	T0
D1_30_19	30	19	L63	tumor	T0
D1_10_19	10	19	L64	tumor	T0
D1_29_19	29	19	L65	tumor	T0
D1_26_19	26	19	L66	tumor	T0
D1_25_19	25	19	L67	tumor	T0
D1_28_19	28	19	L68	tumor	T0
D1_17_19	17	19	L69	tumor	T0
D1_20_19	20	19	L70	tumor	T0
D1_21_19	21	19	L71	tumor	T0
D1_9_19	9	19	L72	tumor	T0
D1_8_19	8	19	L73	tumor	T0
D1_15_19	15	19	L74	tumor	T0
D1_19_19	19	19	L75	tumor	T0
D1_6_19	6	19	L76	tumor	T0
D1_5_19	5	19	L77	tumor	T0
D1_18_19	18	19	L78	tumor	T0
D1_23_19	23	19	L79	tumor	T0
D1_14_19	14	19	L80	tumor	T0
D1_24_19	24	19	L81	tumor	T0
D1_7_19	7	19	L82	tumor	T0
D1_12_19	12	19	L83	tumor	T0
D1_13_19	13	19	L84	tumor	T0
D1_29_20	29	20	L85	tumor	T0
D1_22_20	22	20	L86	tumor	T0
D1_11_20	11	20	L87	tumor	T0
D1_30_20	30	20	L88	tumor	T0
D1_10_20	10	20	L89	tumor	T0
D1_21_20	21	20	L90	tumor	T0
D1_31_20	31	20	L91	tumor	T0
D1_28_20	28	20	L92	tumor	T0
D1_20_20	20	20	L93	tumor	T0
D1_27_20	27	20	L94	tumor	T0
D1_23_20	23	20	L95	tumor	T0
D1_25_20	25	20	L96	tumor	T0
D1_15_20	15	20	L97	tumor	T0
D1_19_20	19	20	L98	tumor	T0
D1_4_20	4	20	L99	tumor	T0
D1_17_20	17	20	L100	tumor	T0
D1_24_20	24	20	L101	tumor	T0
D1_8_20	8	20	L102	tumor	T0
D1_14_20	14	20	L103	tumor	T0
D1_18_20	18	20	L104	tumor	T0
D1_6_20	6	20	L105	tumor	T0
D1_9_20	9	20	L106	tumor	T0
D1_7_20	7	20	L107	tumor	T0
D1_12_20	12	20	L108	tumor	T0
D1_13_20	13	20	L109	tumor	T0
D1_5_20	5	20	L110	tumor	T0
D1_16_20	16	20	L111	tumor	T0
D1_26_20	26	20	L112	tumor	T0
D1_22_21	22	21	L113	tumor	T0
D1_32_21	32	21	L114	tumor	T0
D1_21_21	21	21	L115	tumor	T0
D1_28_21	28	21	L116	tumor	T0
D1_11_21	11	21	L117	tumor	T0
D1_30_21	30	21	L118	tumor	T0
D1_18_21	18	21	L119	tumor	T0
D1_23_21	23	21	L120	tumor	T0
D1_31_21	31	21	L121	tumor	T0
D1_20_21	20	21	L122	tumor	T0
D1_10_21	10	21	L123	tumor	T0
D1_25_21	25	21	L124	tumor	T0
D1_9_21	9	21	L125	tumor	T0
D1_16_21	16	21	L126	tumor	T0
D1_29_21	29	21	L127	tumor	T0
D1_26_21	26	21	L128	tumor	T0
D1_14_21	14	21	L129	tumor	T0
D1_17_21	17	21	L130	tumor	T0
D1_8_21	8	21	L131	tumor	T0
D1_13_21	13	21	L132	tumor	T0
D1_24_21	24	21	L133	tumor	T0
D1_27_21	27	21	L134	tumor	T0
D1_6_21	6	21	L135	tumor	T0
D1_12_21	12	21	L136	tumor	T0
D1_15_21	15	21	L137	tumor	T0
D1_5_21	5	21	L138	tumor	T0
D1_7_21	7	21	L139	tumor	T0
D1_19_21	19	21	L140	tumor	T0
D1_11_22	11	22	L141	tumor	T0
D1_22_22	22	22	L142	tumor	T0
D1_20_22	20	22	L143	tumor	T0
D1_21_22	21	22	L144	tumor	T0
D1_27_22	27	22	L145	tumor	T0
D1_31_22	31	22	L146	tumor	T0
D1_19_22	19	22	L147	tumor	T0
D1_28_22	28	22	L148	tumor	T0
D1_26_22	26	22	L149	tumor	T0
D1_9_22	9	22	L150	tumor	T0
D1_10_22	10	22	L151	tumor	T0
D1_16_22	16	22	L152	tumor	T0
D1_8_22	8	22	L153	tumor	T0
D1_17_22	17	22	L154	tumor	T0
D1_14_22	14	22	L155	tumor	T0
D1_15_22	15	22	L156	tumor	T0
D1_18_22	18	22	L157	tumor	T0
D1_29_22	29	22	L158	tumor	T0
D1_6_22	6	22	L159	tumor	T0
D1_7_22	7	22	L160	tumor	T0
D1_12_22	12	22	L161	tumor	T0
D1_23_22	23	22	L162	tumor	T0
D1_25_22	25	22	L163	tumor	T0
