xcoord	xcoord	ycoord	lab	tumor	tumor_id
C1_6_12	6	12	L1	tumor	T0
C1_7_12	7	12	L2	tumor	T0
C1_11_13	11	13	L3	tumor	T0
C1_5_13	5	13	L4	tumor	T0
C1_6_13	6	13	L5	tumor	T0
C1_7_13	7	13	L6	tumor	T0
C1_8_13	8	13	L7	non	non
C1_9_13	9	13	L8	tumor	T0
C1_12_13	12	13	L9	tumor	T0
C1_10_13	10	13	L10	tumor	T0
C1_6_14	6	14	L11	tumor	T0
C1_15_14	15	14	L12	tumor	T0
C1_10_14	10	14	L13	tumor	T0
C1_11_14	11	14	L14	tumor	T0
C1_5_14	5	14	L15	tumor	T0
C1_9_14	9	14	L16	tumor	T0
C1_16_14	16	14	L17	tumor	T0
C1_13_14	13	14	L18	tumor	T0
C1_17_14	17	14	L19	tumor	T0
C1_7_14	7	14	L20	tumor	T0
C1_14_14	14	14	L21	tumor	T0
C1_8_14	8	14	L22	tumor	T0
C1_12_14	12	14	L23	tumor	T0
C1_18_15	18	15	L24	tumor	T0
C1_11_15	11	15	L25	tumor	T0
C1_19_15	19	15	L26	non	non
C1_16_15	16	15	L27	tumor	T0
C1_6_15	6	15	L28	tumor	T0
C1_17_15	17	15	L29	tumor	T0
C1_5_15	5	15	L30	tumor	T0
C1_8_15	8	15	L31	tumor	T0
C1_7_15	7	15	L32	tumor	T0
C1_9_15	9	15	L33	tumor	T0
C1_13_15	13	15	L34	tumor	T0
C1_14_15	14	15	L35	tumor	T0
C1_10_15	10	15	L36	tumor	T0
C1_15_15	15	15	L37	tumor	T0
C1_12_15	12	15	L38	tumor	T0
C1_22_16	22	16	L39	tumor	T0
C1_16_16	16	16	L40	tumor	T0
C1_11_16	11	16	L41	tumor	T0
C1_20_16	20	16	L42	non	non
C1_21_16	21	16	L43	tumor	T0
C1_9_16	9	16	L44	tumor	T0
C1_17_16	17	16	L45	tumor	T0
C1_19_16	19	16	L46	non	non
C1_24_16	24	16	L47	tumor	T0
C1_18_16	18	16	L48	tumor	T0
C1_5_16	5	16	L49	tumor	T0
C1_6_16	6	16	L50	tumor	T0
C1_8_16	8	16	L51	tumor	T0
C1_10_16	10	16	L52	tumor	T0
C1_7_16	7	16	L53	tumor	T0
C1_15_16	15	16	L54	tumor	T0
C1_14_16	14	16	L55	tumor	T0
C1_13_16	13	16	L56	tumor	T0
C1_23_16	23	16	L57	tumor	T0
C1_12_16	12	16	L58	tumor	T0
C1_22_17	22	17	L59	tumor	T0
C1_27_17	27	17	L60	tumor	T0
C1_16_17	16	17	L61	tumor	T0
C1_11_17	11	17	L62	tumor	T0
C1_18_17	18	17	L63	tumor	T0
C1_20_17	20	17	L64	tumor	T0
C1_8_17	8	17	L65	tumor	T0
C1_9_17	9	17	L66	tumor	T0
C1_19_17	19	17	L67	tumor	T0
C1_7_17	7	17	L68	tumor	T0
C1_17_17	17	17	L69	tumor	T0
C1_28_17	28	17	L70	tumor	T0
C1_25_17	25	17	L71	tumor	T0
C1_21_17	21	17	L72	tumor	T0
C1_5_17	5	17	L73	tumor	T0
C1_10_17	10	17	L74	tumor	T0
C1_6_17	6	17	L75	tumor	T0
C1_14_17	14	17	L76	tumor	T0
C1_24_17	24	17	L77	tumor	T0
C1_26_17	26	17	L78	tumor	T0
C1_23_17	23	17	L79	tumor	T0
C1_13_17	13	17	L80	tumor	T0
C1_15_17	15	17	L81	tumor	T0
C1_12_17	12	17	L82	tumor	T0
C1_22_18	22	18	L83	tumor	T0
C1_29_18	29	18	L84	tumor	T0
C1_31_18	31	18	L85	tumor	T0
C1_28_18	28	18	L86	tumor	T0
C1_27_18	27	18	L87	tumor	T0
C1_8_18	8	18	L88	tumor	T0
C1_11_18	11	18	L89	tumor	T0
C1_20_18	20	18	L90	tumor	T0
C1_30_18	30	18	L91	tumor	T0
C1_25_18	25	18	L92	tumor	T0
C1_14_18	14	18	L93	tumor	T0
C1_15_18	15	18	L94	tumor	T0
C1_16_18	16	18	L95	tumor	T0
C1_21_18	21	18	L96	tumor	T0
C1_17_18	17	18	L97	tumor	T0
C1_5_18	5	18	L98	tumor	T0
C1_6_18	6	18	L99	tumor	T0
C1_9_18	9	18	L100	tumor	T0
C1_19_18	19	18	L101	tumor	T0
C1_10_18	10	18	L102	tumor	T0
C1_26_18	26	18	L103	tumor	T0
C1_12_18	12	18	L104	tumor	T0
C1_24_18	24	18	L105	tumor	T0
C1_4_18	4	18	L106	tumor	T0
C1_7_18	7	18	L107	tumor	T0
C1_13_18	13	18	L108	tumor	T0
C1_23_18	23	18	L109	tumor	T0
C1_11_19	11	19	L110	tumor	T0
C1_12_19	12	19	L111	tumor	T0
C1_22_19	22	19	L112	tumor	T0
C1_13_19	13	19	L113	tumor	T0
C1_18_19	18	19	L114	tumor	T0
C1_28_19	28	19	L115	tumor	T0
C1_31_19	31	19	L116	non	non
C1_19_19	19	19	L117	tumor	T0
C1_29_19	29	19	L118	tumor	T0
C1_27_19	27	19	L119	tumor	T0
C1_16_19	16	19	L120	tumor	T0
C1_30_19	30	19	L121	non	non
C1_10_19	10	19	L122	tumor	T0
C1_20_19	20	19	L123	tumor	T0
C1_6_19	6	19	L124	tumor	T0
C1_9_19	9	19	L125	tumor	T0
C1_17_19	17	19	L126	tumor	T0
C1_5_19	5	19	L127	tumor	T0
C1_26_19	26	19	L128	tumor	T0
C1_32_19	32	19	L129	non	non
C1_7_19	7	19	L130	tumor	T0
C1_8_19	8	19	L131	tumor	T0
C1_14_19	14	19	L132	tumor	T0
C1_15_19	15	19	L133	tumor	T0
C1_25_19	25	19	L134	tumor	T0
C1_21_19	21	19	L135	tumor	T0
C1_4_19	4	19	L136	tumor	T0
C1_23_19	23	19	L137	tumor	T0
C1_24_19	24	19	L138	tumor	T0
C1_29_20	29	20	L139	non	non
C1_16_20	16	20	L140	tumor	T0
C1_22_20	22	20	L141	tumor	T0
C1_31_20	31	20	L142	non	non
C1_20_20	20	20	L143	tumor	T0
C1_28_20	28	20	L144	tumor	T0
C1_30_20	30	20	L145	non	non
C1_19_20	19	20	L146	tumor	T0
C1_27_20	27	20	L147	tumor	T0
C1_32_20	32	20	L148	non	non
C1_21_20	21	20	L149	tumor	T0
C1_9_20	9	20	L150	tumor	T0
C1_18_20	18	20	L151	tumor	T0
C1_24_20	24	20	L152	tumor	T0
C1_26_20	26	20	L153	tumor	T0
C1_5_20	5	20	L154	tumor	T0
C1_11_20	11	20	L155	tumor	T0
C1_17_20	17	20	L156	tumor	T0
C1_4_20	4	20	L157	tumor	T0
C1_12_20	12	20	L158	tumor	T0
C1_8_20	8	20	L159	tumor	T0
C1_10_20	10	20	L160	tumor	T0
C1_25_20	25	20	L161	tumor	T0
C1_7_20	7	20	L162	tumor	T0
C1_13_20	13	20	L163	tumor	T0
C1_6_20	6	20	L164	tumor	T0
C1_15_20	15	20	L165	tumor	T0
C1_23_20	23	20	L166	tumor	T0
C1_14_20	14	20	L167	tumor	T0
C1_29_21	29	21	L168	non	non
C1_22_21	22	21	L169	tumor	T0
C1_11_21	11	21	L170	tumor	T0
C1_31_21	31	21	L171	non	non
C1_20_21	20	21	L172	tumor	T0
C1_30_21	30	21	L173	non	non
C1_28_21	28	21	L174	non	non
C1_9_21	9	21	L175	tumor	T0
C1_19_21	19	21	L176	tumor	T0
C1_18_21	18	21	L177	tumor	T0
C1_27_21	27	21	L178	non	non
C1_32_21	32	21	L179	non	non
C1_5_21	5	21	L180	tumor	T0
C1_10_21	10	21	L181	tumor	T0
C1_7_21	7	21	L182	tumor	T0
C1_6_21	6	21	L183	tumor	T0
C1_21_21	21	21	L184	tumor	T0
C1_17_21	17	21	L185	tumor	T0
C1_15_21	15	21	L186	tumor	T0
C1_14_21	14	21	L187	tumor	T0
C1_16_21	16	21	L188	tumor	T0
C1_8_21	8	21	L189	tumor	T0
C1_13_21	13	21	L190	tumor	T0
C1_24_21	24	21	L191	tumor	T0
C1_25_21	25	21	L192	tumor	T0
C1_26_21	26	21	L193	tumor	T0
C1_23_21	23	21	L194	tumor	T0
C1_4_21	4	21	L195	tumor	T0
C1_12_21	12	21	L196	tumor	T0
C1_29_22	29	22	L197	non	non
C1_22_22	22	22	L198	tumor	T0
C1_11_22	11	22	L199	tumor	T0
C1_31_22	31	22	L200	non	non
C1_5_22	5	22	L201	tumor	T0
C1_19_22	19	22	L202	tumor	T0
C1_9_22	9	22	L203	tumor	T0
C1_18_22	18	22	L204	tumor	T0
C1_27_22	27	22	L205	non	non
