xcoord	xcoord	ycoord	lab	tumor	tumor_id
E2_11_5	11	5	L1	non	non
E2_12_5	12	5	L2	non	non
E2_13_5	13	5	L3	non	non
E2_14_5	14	5	L4	tumor	T0
E2_15_5	15	5	L5	tumor	T0
E2_11_6	11	6	L6	non	non
E2_10_6	10	6	L7	non	non
E2_16_6	16	6	L8	non	non
E2_15_6	15	6	L9	non	non
E2_14_6	14	6	L10	non	non
E2_12_6	12	6	L11	non	non
E2_13_6	13	6	L12	tumor	T0
E2_10_7	10	7	L13	non	non
E2_11_7	11	7	L14	non	non
E2_16_7	16	7	L15	tumor	T0
E2_14_7	14	7	L16	tumor	T0
E2_9_7	9	7	L17	non	non
E2_15_7	15	7	L18	tumor	T0
E2_17_7	17	7	L19	tumor	T0
E2_12_7	12	7	L20	tumor	T0
E2_13_7	13	7	L21	tumor	T0
E2_10_8	10	8	L22	non	non
E2_11_8	11	8	L23	tumor	T0
E2_19_8	19	8	L24	tumor	T0
E2_16_8	16	8	L25	tumor	T0
E2_14_8	14	8	L26	non	non
E2_9_8	9	8	L27	non	non
E2_13_8	13	8	L28	tumor	T0
E2_12_8	12	8	L29	non	non
E2_17_8	17	8	L30	tumor	T0
E2_18_8	18	8	L31	non	non
E2_11_9	11	9	L32	non	non
E2_16_9	16	9	L33	tumor	T0
E2_17_9	17	9	L34	tumor	T0
E2_20_9	20	9	L35	tumor	T0
E2_8_9	8	9	L36	non	non
E2_9_9	9	9	L37	non	non
E2_10_9	10	9	L38	non	non
E2_18_9	18	9	L39	tumor	T0
E2_19_9	19	9	L40	tumor	T0
E2_15_9	15	9	L41	tumor	T0
E2_12_9	12	9	L42	tumor	T0
E2_14_9	14	9	L43	tumor	T0
E2_13_9	13	9	L44	tumor	T0
E2_11_10	11	10	L45	non	non
E2_21_10	21	10	L46	tumor	T0
E2_10_10	10	10	L47	non	non
E2_17_10	17	10	L48	tumor	T0
E2_14_10	14	10	L49	tumor	T0
E2_19_10	19	10	L50	tumor	T0
E2_20_10	20	10	L51	tumor	T0
E2_9_10	9	10	L52	non	non
E2_16_10	16	10	L53	tumor	T0
E2_12_10	12	10	L54	non	non
E2_8_10	8	10	L55	non	non
E2_15_10	15	10	L56	tumor	T0
E2_18_10	18	10	L57	non	non
E2_6_10	6	10	L58	non	non
E2_7_10	7	10	L59	non	non
E2_13_10	13	10	L60	tumor	T0
E2_10_11	10	11	L61	non	non
E2_22_11	22	11	L62	non	non
E2_8_11	8	11	L63	non	non
E2_21_11	21	11	L64	tumor	T0
E2_16_11	16	11	L65	tumor	T0
E2_9_11	9	11	L66	non	non
E2_19_11	19	11	L67	tumor	T0
E2_15_11	15	11	L68	tumor	T0
E2_20_11	20	11	L69	tumor	T0
E2_17_11	17	11	L70	non	non
E2_18_11	18	11	L71	non	non
E2_5_11	5	11	L72	non	non
E2_14_11	14	11	L73	non	non
E2_7_11	7	11	L74	non	non
E2_13_11	13	11	L75	non	non
E2_6_11	6	11	L76	non	non
E2_12_11	12	11	L77	non	non
E2_22_12	22	12	L78	non	non
E2_10_12	10	12	L79	non	non
E2_11_12	11	12	L80	non	non
E2_9_12	9	12	L81	non	non
E2_21_12	21	12	L82	tumor	T0
E2_16_12	16	12	L83	tumor	T0
E2_17_12	17	12	L84	non	non
E2_19_12	19	12	L85	non	non
E2_4_12	4	12	L86	non	non
E2_8_12	8	12	L87	non	non
E2_20_12	20	12	L88	tumor	T0
E2_18_12	18	12	L89	non	non
E2_23_12	23	12	L90	non	non
E2_5_12	5	12	L91	non	non
E2_15_12	15	12	L92	tumor	T0
E2_7_12	7	12	L93	non	non
E2_14_12	14	12	L94	tumor	T0
E2_13_12	13	12	L95	non	non
E2_12_12	12	12	L96	non	non
E2_6_12	6	12	L97	non	non
E2_21_13	21	13	L98	non	non
E2_11_13	11	13	L99	non	non
