xcoord	xcoord	ycoord	lab	tumor	tumor_id
D1_23_8	23	8	L1	tumor	T0
D1_24_8	24	8	L2	tumor	T0
D1_22_9	22	9	L3	tumor	T0
D1_21_9	21	9	L4	tumor	T0
D1_23_9	23	9	L5	tumor	T0
D1_24_9	24	9	L6	tumor	T0
D1_24_10	24	10	L7	tumor	T0
D1_22_10	22	10	L8	non	non
D1_17_10	17	10	L9	tumor	T0
D1_21_10	21	10	L10	tumor	T0
D1_19_10	19	10	L11	tumor	T0
D1_20_10	20	10	L12	tumor	T0
D1_23_10	23	10	L13	tumor	T0
D1_21_11	21	11	L14	tumor	T0
D1_19_11	19	11	L15	tumor	T0
D1_22_11	22	11	L16	tumor	T0
D1_20_11	20	11	L17	tumor	T0
D1_18_11	18	11	L18	tumor	T0
D1_24_11	24	11	L19	tumor	T0
D1_16_11	16	11	L20	tumor	T0
D1_15_11	15	11	L21	tumor	T0
D1_17_11	17	11	L22	tumor	T0
D1_23_11	23	11	L23	tumor	T0
D1_14_11	14	11	L24	tumor	T0
D1_22_12	22	12	L25	tumor	T0
D1_21_12	21	12	L26	tumor	T0
D1_19_12	19	12	L27	tumor	T0
D1_16_12	16	12	L28	tumor	T0
D1_18_12	18	12	L29	tumor	T0
D1_17_12	17	12	L30	tumor	T0
D1_24_12	24	12	L31	tumor	T0
D1_20_12	20	12	L32	tumor	T0
D1_15_12	15	12	L33	tumor	T0
D1_13_12	13	12	L34	tumor	T0
D1_14_12	14	12	L35	tumor	T0
D1_23_12	23	12	L36	tumor	T0
D1_12_12	12	12	L37	tumor	T0
D1_11_13	11	13	L38	tumor	T0
D1_22_13	22	13	L39	tumor	T0
D1_21_13	21	13	L40	tumor	T0
D1_18_13	18	13	L41	tumor	T0
D1_8_13	8	13	L42	tumor	T0
D1_17_13	17	13	L43	tumor	T0
D1_14_13	14	13	L44	tumor	T0
D1_19_13	19	13	L45	tumor	T0
D1_20_13	20	13	L46	tumor	T0
D1_23_13	23	13	L47	tumor	T0
D1_24_13	24	13	L48	tumor	T0
D1_16_13	16	13	L49	tumor	T0
D1_15_13	15	13	L50	tumor	T0
D1_13_13	13	13	L51	tumor	T0
