xcoord	xcoord	ycoord	lab	tumor	tumor_id
E2_19_14	19	14	L4	non	non
E2_20_14	20	14	L1	non	non
E2_21_14	21	14	L3	non	non
E2_22_14	22	14	L2	non	non
E2_4_15	4	15	L23	non	non
E2_5_15	5	15	L12	non	non
E2_6_15	6	15	L18	non	non
E2_7_15	7	15	L19	non	non
E2_8_15	8	15	L15	non	non
E2_9_15	9	15	L9	non	non
E2_10_15	10	15	L8	non	non
E2_11_15	11	15	L6	non	non
E2_12_15	12	15	L20	tumor	T0
E2_13_15	13	15	L22	non	non
E2_14_15	14	15	L24	non	non
E2_15_15	15	15	L21	non	non
E2_16_15	16	15	L13	non	non
E2_17_15	17	15	L14	non	non
E2_18_15	18	15	L16	tumor	non
E2_19_15	19	15	L11	non	non
E2_20_15	20	15	L7	non	non
E2_21_15	21	15	L10	non	non
E2_22_15	22	15	L5	non	non
E2_23_15	23	15	L17	non	non
E2_4_16	4	16	L46	tumor	non
E2_5_16	5	16	L37	tumor	non
E2_6_16	6	16	L38	non	non
E2_7_16	7	16	L36	non	non
E2_8_16	8	16	L29	non	non
E2_9_16	9	16	L30	non	non
E2_10_16	10	16	L31	non	non
E2_11_16	11	16	L25	tumor	T0
E2_12_16	12	16	L44	non	non
E2_13_16	13	16	L43	tumor	T0
E2_14_16	14	16	L41	tumor	T0
E2_15_16	15	16	L45	non	non
E2_16_16	16	16	L27	non	non
E2_17_16	17	16	L42	non	non
E2_18_16	18	16	L34	tumor	non
E2_19_16	19	16	L32	non	non
E2_20_16	20	16	L28	non	non
E2_21_16	21	16	L33	non	non
E2_22_16	22	16	L26	non	non
E2_23_16	23	16	L40	non	non
E2_24_16	24	16	L39	non	non
E2_25_16	25	16	L35	non	non
E2_5_17	5	17	L61	non	non
E2_6_17	6	17	L65	non	non
E2_7_17	7	17	L62	non	non
E2_8_17	8	17	L63	non	non
E2_9_17	9	17	L54	non	non
E2_10_17	10	17	L51	non	non
E2_11_17	11	17	L47	non	non
E2_12_17	12	17	L67	tumor	T0
E2_13_17	13	17	L66	non	non
E2_14_17	14	17	L60	tumor	T0
E2_15_17	15	17	L59	non	non
E2_16_17	16	17	L55	non	non
E2_17_17	17	17	L57	tumor	non
E2_18_17	18	17	L58	tumor	non
E2_19_17	19	17	L56	non	non
E2_20_17	20	17	L48	non	non
E2_21_17	21	17	L49	non	non
E2_22_17	22	17	L50	non	non
E2_23_17	23	17	L64	non	non
E2_24_17	24	17	L52	non	non
E2_25_17	25	17	L53	non	non
E2_5_18	5	18	L83	non	non
