xcoord	xcoord	ycoord	lab	tumor	tumor_id
C1_14_7	14	7	L5	non	non
C1_15_7	15	7	L2	non	non
C1_16_7	16	7	L1	non	non
C1_17_7	17	7	L4	non	non
C1_18_7	18	7	L3	non	non
C1_10_8	10	8	L8	non	non
C1_11_8	11	8	L10	non	non
C1_12_8	12	8	L12	non	non
C1_13_8	13	8	L11	non	non
C1_14_8	14	8	L13	non	non
C1_16_8	16	8	L7	non	non
C1_17_8	17	8	L6	non	non
C1_18_8	18	8	L9	non	non
C1_5_9	5	9	L17	non	non
C1_7_9	7	9	L19	non	non
C1_8_9	8	9	L20	non	non
C1_9_9	9	9	L21	non	non
C1_10_9	10	9	L15	non	non
C1_11_9	11	9	L14	non	non
C1_12_9	12	9	L25	non	non
C1_13_9	13	9	L23	non	non
C1_14_9	14	9	L24	non	non
C1_15_9	15	9	L26	tumor	T0
C1_16_9	16	9	L16	tumor	T0
C1_17_9	17	9	L22	non	non
C1_18_9	18	9	L18	non	non
C1_2_10	2	10	L45	tumor	T1
C1_3_10	3	10	L43	tumor	T1
C1_4_10	4	10	L40	non	non
C1_5_10	5	10	L33	non	non
C1_8_10	8	10	L36	non	non
C1_9_10	9	10	L42	non	non
C1_10_10	10	10	L31	non	non
C1_11_10	11	10	L38	non	non
C1_12_10	12	10	L27	non	non
C1_13_10	13	10	L32	non	non
C1_14_10	14	10	L44	tumor	T0
C1_15_10	15	10	L39	tumor	T0
C1_16_10	16	10	L41	tumor	T0
C1_17_10	17	10	L34	non	non
C1_18_10	18	10	L37	non	non
C1_19_10	19	10	L29	non	non
C1_20_10	20	10	L35	tumor	non
C1_21_10	21	10	L28	non	non
C1_22_10	22	10	L30	non	non
C1_2_11	2	11	L62	tumor	T1
C1_3_11	3	11	L60	tumor	T1
C1_4_11	4	11	L56	non	non
C1_7_11	7	11	L54	non	non
C1_8_11	8	11	L49	non	non
C1_9_11	9	11	L50	non	non
C1_10_11	10	11	L47	non	non
