xcoord	xcoord	ycoord	lab	tumor	tumor_id
D2_7_4	7	4	L1	tumor	T0
D2_6_4	6	4	L2	non	non
D2_7_5	7	5	L3	tumor	T0
D2_8_5	8	5	L4	tumor	T0
D2_6_5	6	5	L5	non	non
D2_8_6	8	6	L6	tumor	T0
D2_9_6	9	6	L7	tumor	T0
D2_5_6	5	6	L8	tumor	T0
D2_7_6	7	6	L9	tumor	T0
D2_3_6	3	6	L10	tumor	T0
D2_4_6	4	6	L11	tumor	T0
D2_6_6	6	6	L12	tumor	T0
D2_10_6	10	6	L13	tumor	T0
D2_11_7	11	7	L14	tumor	T0
D2_7_7	7	7	L15	tumor	T0
D2_9_7	9	7	L16	tumor	T0
D2_8_7	8	7	L17	tumor	T0
D2_10_7	10	7	L18	tumor	T0
D2_6_7	6	7	L19	tumor	T0
D2_5_7	5	7	L20	tumor	T0
D2_12_7	12	7	L21	non	non
D2_4_7	4	7	L22	tumor	T0
D2_3_7	3	7	L23	tumor	T0
D2_11_8	11	8	L24	tumor	T0
D2_10_8	10	8	L25	tumor	T0
D2_9_8	9	8	L26	tumor	T0
D2_14_8	14	8	L27	tumor	T0
D2_2_8	2	8	L28	tumor	T0
D2_13_8	13	8	L29	non	non
D2_5_8	5	8	L30	tumor	T0
D2_6_8	6	8	L31	tumor	T0
D2_8_8	8	8	L32	tumor	T0
D2_12_8	12	8	L33	tumor	T0
D2_3_8	3	8	L34	tumor	T0
D2_4_8	4	8	L35	non	non
D2_7_8	7	8	L36	tumor	T0
D2_8_9	8	9	L37	tumor	T0
D2_9_9	9	9	L38	non	non
D2_11_9	11	9	L39	tumor	T0
D2_13_9	13	9	L40	tumor	T0
D2_7_9	7	9	L41	non	non
D2_10_9	10	9	L42	tumor	T0
D2_5_9	5	9	L43	tumor	T0
D2_2_9	2	9	L44	non	non
D2_3_9	3	9	L45	non	non
D2_15_9	15	9	L46	tumor	T0
D2_14_9	14	9	L47	tumor	T0
D2_6_9	6	9	L48	tumor	T0
D2_4_9	4	9	L49	tumor	T0
D2_12_9	12	9	L50	tumor	T0
D2_10_10	10	10	L51	tumor	T0
D2_2_10	2	10	L52	tumor	T0
D2_11_10	11	10	L53	tumor	T0
D2_16_10	16	10	L54	tumor	T0
D2_9_10	9	10	L55	tumor	T0
D2_14_10	14	10	L56	tumor	T0
D2_15_10	15	10	L57	tumor	T0
D2_7_10	7	10	L58	tumor	T0
D2_13_10	13	10	L59	tumor	T0
D2_12_10	12	10	L60	tumor	T0
D2_6_10	6	10	L61	tumor	T0
D2_8_10	8	10	L62	tumor	T0
D2_5_10	5	10	L63	non	non
D2_3_10	3	10	L64	non	non
D2_4_10	4	10	L65	tumor	T0
D2_20_11	20	11	L66	tumor	T0
D2_4_11	4	11	L67	non	non
D2_2_11	2	11	L68	tumor	T0
D2_9_11	9	11	L69	tumor	T0
D2_5_11	5	11	L70	tumor	T0
D2_10_11	10	11	L71	non	non
D2_19_11	19	11	L72	tumor	T0
D2_7_11	7	11	L73	tumor	T0
D2_15_11	15	11	L74	tumor	T0
D2_18_11	18	11	L75	tumor	T0
D2_6_11	6	11	L76	non	non
D2_16_11	16	11	L77	tumor	T0
D2_8_11	8	11	L78	non	non
D2_3_11	3	11	L79	non	non
D2_13_11	13	11	L80	tumor	T0
D2_12_11	12	11	L81	tumor	T0
D2_14_11	14	11	L82	tumor	T0
D2_17_11	17	11	L83	tumor	T0
D2_20_12	20	12	L84	tumor	T0
D2_22_12	22	12	L85	tumor	T0
D2_11_12	11	12	L86	tumor	T0
D2_16_12	16	12	L87	tumor	T0
D2_21_12	21	12	L88	tumor	T0
D2_25_12	25	12	L89	non	non
D2_13_12	13	12	L90	tumor	T0
D2_19_12	19	12	L91	tumor	T0
D2_24_12	24	12	L92	non	non
D2_15_12	15	12	L93	tumor	T0
D2_7_12	7	12	L94	tumor	T0
D2_12_12	12	12	L95	tumor	T0
D2_14_12	14	12	L96	tumor	T0
D2_18_12	18	12	L97	tumor	T0
D2_10_12	10	12	L98	tumor	T0
D2_8_12	8	12	L99	tumor	T0
D2_17_12	17	12	L100	tumor	T0
D2_23_12	23	12	L101	non	non
D2_3_12	3	12	L102	tumor	T0
D2_5_12	5	12	L103	non	non
D2_4_12	4	12	L104	tumor	T0
D2_6_12	6	12	L105	non	non
D2_9_12	9	12	L106	tumor	T0
D2_20_13	20	13	L107	tumor	T0
D2_11_13	11	13	L108	non	non
D2_21_13	21	13	L109	tumor	T0
D2_22_13	22	13	L110	tumor	T0
D2_26_13	26	13	L111	non	non
D2_15_13	15	13	L112	non	non
D2_10_13	10	13	L113	tumor	T0
D2_9_13	9	13	L114	tumor	T0
D2_25_13	25	13	L115	non	non
D2_23_13	23	13	L116	non	non
D2_24_13	24	13	L117	non	non
D2_5_13	5	13	L118	non	non
D2_18_13	18	13	L119	tumor	T0
D2_19_13	19	13	L120	tumor	T0
D2_13_13	13	13	L121	non	non
D2_14_13	14	13	L122	non	non
D2_16_13	16	13	L123	tumor	T0
D2_6_13	6	13	L124	non	non
D2_8_13	8	13	L125	tumor	T0
D2_7_13	7	13	L126	non	non
D2_17_13	17	13	L127	tumor	T0
D2_4_13	4	13	L128	non	non
D2_12_13	12	13	L129	non	non
D2_3_13	3	13	L130	non	non
D2_2_13	2	13	L131	tumor	T0
D2_2_14	2	14	L132	non	non
D2_22_14	22	14	L133	tumor	T0
D2_19_14	19	14	L134	tumor	T0
D2_26_14	26	14	L135	non	non
D2_6_14	6	14	L136	tumor	T0
D2_10_14	10	14	L137	tumor	T0
D2_18_14	18	14	L138	tumor	T0
D2_11_14	11	14	L139	non	non
D2_9_14	9	14	L140	non	non
D2_13_14	13	14	L141	tumor	T0
D2_25_14	25	14	L142	non	non
D2_24_14	24	14	L143	non	non
D2_20_14	20	14	L144	tumor	T0
D2_3_14	3	14	L145	non	non
D2_5_14	5	14	L146	tumor	T0
D2_8_14	8	14	L147	tumor	T0
D2_12_14	12	14	L148	non	non
D2_16_14	16	14	L149	tumor	T0
D2_7_14	7	14	L150	tumor	T0
D2_17_14	17	14	L151	tumor	T0
D2_21_14	21	14	L152	tumor	T0
D2_14_14	14	14	L153	tumor	T0
D2_4_14	4	14	L154	non	non
D2_23_14	23	14	L155	non	non
D2_15_14	15	14	L156	tumor	T0
D2_22_15	22	15	L157	tumor	T0
D2_11_15	11	15	L158	tumor	T0
D2_26_15	26	15	L159	non	non
D2_20_15	20	15	L160	tumor	T0
D2_9_15	9	15	L161	tumor	T0
D2_21_15	21	15	L162	tumor	T0
D2_23_15	23	15	L163	tumor	T0
D2_10_15	10	15	L164	tumor	T0
