xcoord	xcoord	ycoord	lab	tumor	tumor_id
C2_20_14	20	14	L1	tumor	T0
C2_21_14	21	14	L3	tumor	T0
C2_22_14	22	14	L2	tumor	T0
C2_13_15	13	15	L15	tumor	T0
C2_14_15	14	15	L14	tumor	T0
C2_15_15	15	15	L12	tumor	T0
C2_16_15	16	15	L10	tumor	T0
C2_17_15	17	15	L6	tumor	T0
C2_18_15	18	15	L13	tumor	T0
C2_19_15	19	15	L11	non	non
C2_20_15	20	15	L8	tumor	T0
C2_21_15	21	15	L4	tumor	T0
C2_22_15	22	15	L5	non	non
C2_23_15	23	15	L9	non	non
C2_25_15	25	15	L7	non	non
C2_8_16	8	16	L28	non	non
C2_9_16	9	16	L27	tumor	T0
C2_10_16	10	16	L26	tumor	T0
C2_11_16	11	16	L20	tumor	T0
C2_12_16	12	16	L30	non	non
C2_13_16	13	16	L32	tumor	T0
C2_14_16	14	16	L31	tumor	T0
C2_15_16	15	16	L29	tumor	T0
C2_16_16	16	16	L21	tumor	T0
C2_17_16	17	16	L24	non	non
C2_18_16	18	16	L17	non	non
C2_19_16	19	16	L18	tumor	T0
C2_20_16	20	16	L25	tumor	T0
C2_21_16	21	16	L22	tumor	T0
C2_22_16	22	16	L16	non	non
C2_25_16	25	16	L23	non	non
C2_26_16	26	16	L19	non	non
C2_5_17	5	17	L41	non	non
C2_6_17	6	17	L48	tumor	T0
C2_7_17	7	17	L47	tumor	T0
C2_8_17	8	17	L42	non	non
C2_10_17	10	17	L50	non	non
C2_11_17	11	17	L37	non	non
C2_12_17	12	17	L49	non	non
C2_13_17	13	17	L52	non	non
C2_14_17	14	17	L51	non	non
C2_15_17	15	17	L46	non	non
C2_16_17	16	17	L36	non	non
C2_17_17	17	17	L45	non	non
C2_18_17	18	17	L38	non	non
C2_19_17	19	17	L39	tumor	T0
C2_20_17	20	17	L40	tumor	T0
C2_21_17	21	17	L43	tumor	T0
C2_22_17	22	17	L33	tumor	T0
C2_24_17	24	17	L44	non	non
C2_25_17	25	17	L34	tumor	T0
C2_26_17	26	17	L35	tumor	T0
C2_5_18	5	18	L73	non	non
C2_6_18	6	18	L71	non	non
C2_7_18	7	18	L69	tumor	T0
C2_8_18	8	18	L65	non	non
C2_9_18	9	18	L64	tumor	T0
C2_10_18	10	18	L63	tumor	T0
C2_11_18	11	18	L54	non	non
C2_12_18	12	18	L68	tumor	T0
C2_13_18	13	18	L72	non	non
C2_14_18	14	18	L66	non	non
C2_15_18	15	18	L67	non	non
C2_16_18	16	18	L55	non	non
C2_17_18	17	18	L58	tumor	non
C2_19_18	19	18	L60	non	non
C2_20_18	20	18	L56	non	non
C2_21_18	21	18	L57	tumor	T0
C2_22_18	22	18	L53	tumor	T0
C2_23_18	23	18	L59	tumor	T0
C2_24_18	24	18	L70	tumor	T0
C2_25_18	25	18	L61	tumor	T0
C2_26_18	26	18	L62	tumor	T0
C2_5_19	5	19	L89	non	non
C2_6_19	6	19	L95	non	non
C2_7_19	7	19	L92	non	non
C2_8_19	8	19	L94	non	non
C2_9_19	9	19	L79	non	non
C2_10_19	10	19	L90	non	non
C2_11_19	11	19	L81	non	non
C2_12_19	12	19	L91	tumor	T0
C2_13_19	13	19	L93	non	non
C2_14_19	14	19	L87	non	non
C2_15_19	15	19	L86	non	non
C2_16_19	16	19	L80	non	non
C2_17_19	17	19	L83	non	non
C2_18_19	18	19	L88	non	non
C2_19_19	19	19	L82	non	non
C2_20_19	20	19	L76	non	non
C2_21_19	21	19	L75	tumor	T0
C2_22_19	22	19	L74	tumor	T0
C2_23_19	23	19	L84	tumor	T0
C2_24_19	24	19	L85	tumor	T0
C2_25_19	25	19	L78	tumor	T0
C2_26_19	26	19	L77	tumor	T0
C2_6_20	6	20	L114	non	non
C2_7_20	7	20	L115	non	non
C2_8_20	8	20	L109	non	non
C2_9_20	9	20	L112	non	non
C2_10_20	10	20	L111	tumor	T0
C2_11_20	11	20	L103	non	non
C2_12_20	12	20	L113	non	non
C2_13_20	13	20	L116	tumor	T0
C2_14_20	14	20	L108	non	non
C2_15_20	15	20	L110	non	non
C2_16_20	16	20	L99	non	non
C2_17_20	17	20	L105	non	non
C2_18_20	18	20	L106	non	non
C2_19_20	19	20	L107	non	non
C2_20_20	20	20	L101	tumor	T0
C2_21_20	21	20	L102	tumor	T0
C2_22_20	22	20	L96	tumor	T0
C2_23_20	23	20	L98	tumor	T0
C2_24_20	24	20	L100	tumor	T0
C2_25_20	25	20	L104	tumor	T0
C2_26_20	26	20	L97	tumor	T0
C2_6_21	6	21	L131	non	non
C2_7_21	7	21	L137	non	non
C2_8_21	8	21	L134	tumor	T0
C2_9_21	9	21	L128	non	non
C2_10_21	10	21	L127	non	non
C2_11_21	11	21	L117	non	non
C2_12_21	12	21	L135	non	non
C2_13_21	13	21	L136	non	non
C2_14_21	14	21	L132	non	non
C2_15_21	15	21	L130	non	non
C2_16_21	16	21	L126	non	non
C2_17_21	17	21	L122	non	non
C2_18_21	18	21	L120	non	non
C2_19_21	19	21	L118	non	non
C2_20_21	20	21	L123	tumor	T0
C2_21_21	21	21	L133	tumor	T0
C2_22_21	22	21	L121	tumor	T0
