xcoord	xcoord	ycoord	lab	tumor	tumor_id
E2_9_12	9	12	L1	tumor	T0
E2_8_12	8	12	L2	tumor	T0
E2_7_12	7	12	L3	tumor	T0
E2_6_12	6	12	L4	tumor	T0
E2_5_12	5	12	L5	tumor	T0
E2_4_12	4	12	L6	tumor	T0
E2_10_13	10	13	L7	tumor	T0
E2_11_13	11	13	L8	tumor	T0
E2_8_13	8	13	L9	tumor	T0
E2_7_13	7	13	L10	tumor	T0
E2_6_13	6	13	L11	tumor	T0
E2_9_13	9	13	L12	tumor	T0
E2_12_13	12	13	L13	tumor	T0
E2_4_13	4	13	L14	tumor	T0
E2_5_13	5	13	L15	tumor	T0
E2_13_13	13	13	L16	tumor	T0
E2_11_14	11	14	L17	tumor	T0
E2_10_14	10	14	L18	tumor	T0
E2_17_14	17	14	L19	tumor	T0
E2_8_14	8	14	L20	tumor	T0
E2_15_14	15	14	L21	tumor	T0
E2_16_14	16	14	L22	tumor	T0
E2_13_14	13	14	L23	tumor	T0
E2_14_14	14	14	L24	tumor	T0
E2_9_14	9	14	L25	tumor	T0
E2_7_14	7	14	L26	tumor	T0
E2_6_14	6	14	L27	tumor	T0
E2_5_14	5	14	L28	tumor	T0
E2_12_14	12	14	L29	tumor	T0
E2_10_15	10	15	L30	tumor	T0
E2_11_15	11	15	L31	tumor	T0
E2_20_15	20	15	L32	tumor	T0
E2_13_15	13	15	L33	tumor	T0
E2_19_15	19	15	L34	tumor	T0
E2_16_15	16	15	L35	tumor	T0
E2_18_15	18	15	L36	tumor	T0
E2_9_15	9	15	L37	tumor	T0
E2_15_15	15	15	L38	tumor	T0
E2_17_15	17	15	L39	tumor	T0
E2_8_15	8	15	L40	tumor	T0
E2_14_15	14	15	L41	tumor	T0
E2_5_15	5	15	L42	tumor	T0
E2_6_15	6	15	L43	tumor	T0
E2_7_15	7	15	L44	tumor	T0
E2_12_15	12	15	L45	tumor	T0
E2_22_16	22	16	L46	tumor	T0
E2_21_16	21	16	L47	tumor	T0
E2_11_16	11	16	L48	tumor	T0
E2_20_16	20	16	L49	tumor	T0
E2_9_16	9	16	L50	tumor	T0
E2_10_16	10	16	L51	tumor	T0
E2_19_16	19	16	L52	tumor	T0
E2_8_16	8	16	L53	tumor	T0
E2_18_16	18	16	L54	tumor	T0
E2_15_16	15	16	L55	tumor	T0
E2_16_16	16	16	L56	tumor	T0
E2_17_16	17	16	L57	tumor	T0
E2_14_16	14	16	L58	tumor	T0
E2_23_16	23	16	L59	tumor	T0
E2_6_16	6	16	L60	tumor	T0
E2_7_16	7	16	L61	non	non
E2_5_16	5	16	L62	tumor	T0
E2_4_16	4	16	L63	tumor	T0
E2_12_16	12	16	L64	tumor	T0
E2_13_16	13	16	L65	tumor	T0
E2_11_17	11	17	L66	tumor	T0
E2_22_17	22	17	L67	tumor	T0
E2_21_17	21	17	L68	tumor	T0
E2_8_17	8	17	L69	tumor	T0
E2_10_17	10	17	L70	tumor	T0
E2_20_17	20	17	L71	tumor	T0
E2_19_17	19	17	L72	tumor	T0
E2_15_17	15	17	L73	tumor	T0
E2_25_17	25	17	L74	tumor	T0
E2_16_17	16	17	L75	tumor	T0
E2_23_17	23	17	L76	tumor	T0
E2_9_17	9	17	L77	tumor	T0
E2_17_17	17	17	L78	tumor	T0
E2_18_17	18	17	L79	tumor	T0
E2_5_17	5	17	L80	tumor	T0
E2_6_17	6	17	L81	tumor	T0
E2_24_17	24	17	L82	tumor	T0
E2_14_17	14	17	L83	tumor	T0
E2_13_17	13	17	L84	tumor	T0
E2_7_17	7	17	L85	tumor	T0
E2_12_17	12	17	L86	tumor	T0
E2_22_18	22	18	L87	tumor	T0
E2_21_18	21	18	L88	tumor	T0
E2_11_18	11	18	L89	tumor	T0
E2_10_18	10	18	L90	tumor	T0
E2_20_18	20	18	L91	tumor	T0
E2_19_18	19	18	L92	tumor	T0
E2_24_18	24	18	L93	tumor	T0
E2_25_18	25	18	L94	tumor	T0
E2_8_18	8	18	L95	tumor	T0
E2_23_18	23	18	L96	tumor	T0
E2_26_18	26	18	L97	tumor	T0
E2_15_18	15	18	L98	tumor	T0
E2_17_18	17	18	L99	tumor	T0
E2_16_18	16	18	L100	tumor	T0
E2_13_18	13	18	L101	tumor	T0
E2_6_18	6	18	L102	non	non
E2_14_18	14	18	L103	tumor	T0
E2_9_18	9	18	L104	non	non
E2_4_18	4	18	L105	non	non
E2_7_18	7	18	L106	tumor	T0
E2_12_18	12	18	L107	tumor	T0
E2_5_18	5	18	L108	tumor	T0
E2_22_19	22	19	L109	tumor	T0
E2_11_19	11	19	L110	tumor	T0
E2_27_19	27	19	L111	non	non
E2_21_19	21	19	L112	tumor	T0
E2_9_19	9	19	L113	tumor	T0
E2_19_19	19	19	L114	tumor	T0
E2_10_19	10	19	L115	tumor	T0
E2_20_19	20	19	L116	tumor	T0
E2_6_19	6	19	L117	tumor	T0
E2_25_19	25	19	L118	tumor	T0
E2_15_19	15	19	L119	tumor	T0
E2_18_19	18	19	L120	tumor	T0
E2_4_19	4	19	L121	non	non
E2_8_19	8	19	L122	tumor	T0
E2_16_19	16	19	L123	tumor	T0
E2_17_19	17	19	L124	tumor	T0
E2_23_19	23	19	L125	tumor	T0
E2_24_19	24	19	L126	tumor	T0
E2_13_19	13	19	L127	tumor	T0
E2_7_19	7	19	L128	tumor	T0
E2_5_19	5	19	L129	non	non
E2_14_19	14	19	L130	tumor	T0
E2_12_19	12	19	L131	non	non
E2_22_20	22	20	L132	tumor	T0
E2_10_20	10	20	L133	tumor	T0
E2_21_20	21	20	L134	tumor	T0
E2_15_20	15	20	L135	tumor	T0
E2_11_20	11	20	L136	tumor	T0
E2_26_20	26	20	L137	tumor	T0
