xcoord	xcoord	ycoord	lab	tumor	tumor_id
C2_11_13	11	13	L1	tumor	T0
C2_8_13	8	13	L2	tumor	T0
C2_15_13	15	13	L3	tumor	T0
C2_12_13	12	13	L4	tumor	T0
C2_13_13	13	13	L5	tumor	T0
C2_10_14	10	14	L6	tumor	T0
C2_11_14	11	14	L7	tumor	T0
C2_8_14	8	14	L8	tumor	T0
C2_16_14	16	14	L9	tumor	T0
C2_9_14	9	14	L10	tumor	T0
C2_19_14	19	14	L11	tumor	T0
C2_5_14	5	14	L12	tumor	T0
C2_7_14	7	14	L13	tumor	T0
C2_14_14	14	14	L14	tumor	T0
C2_6_14	6	14	L15	tumor	T0
C2_4_14	4	14	L16	tumor	T0
C2_12_14	12	14	L17	tumor	T0
C2_3_14	3	14	L18	tumor	T0
C2_13_14	13	14	L19	tumor	T0
C2_2_14	2	14	L20	tumor	T0
C2_22_15	22	15	L21	tumor	T0
C2_21_15	21	15	L22	tumor	T0
C2_11_15	11	15	L23	tumor	T0
C2_10_15	10	15	L24	tumor	T0
C2_7_15	7	15	L25	tumor	T0
C2_16_15	16	15	L26	tumor	T0
C2_20_15	20	15	L27	tumor	T0
C2_15_15	15	15	L28	tumor	T0
C2_17_15	17	15	L29	tumor	T0
C2_19_15	19	15	L30	tumor	T0
C2_9_15	9	15	L31	tumor	T0
C2_12_15	12	15	L32	tumor	T0
C2_18_15	18	15	L33	tumor	T0
C2_6_15	6	15	L34	tumor	T0
C2_8_15	8	15	L35	tumor	T0
C2_4_15	4	15	L36	tumor	T0
C2_3_15	3	15	L37	tumor	T0
C2_14_15	14	15	L38	tumor	T0
C2_13_15	13	15	L39	tumor	T0
C2_5_15	5	15	L40	tumor	T0
C2_2_15	2	15	L41	tumor	T0
C2_22_16	22	16	L42	tumor	T0
C2_21_16	21	16	L43	tumor	T0
C2_11_16	11	16	L44	tumor	T0
C2_20_16	20	16	L45	tumor	T0
C2_10_16	10	16	L46	tumor	T0
C2_19_16	19	16	L47	tumor	T0
C2_18_16	18	16	L48	tumor	T0
C2_8_16	8	16	L49	tumor	T0
C2_14_16	14	16	L50	tumor	T0
C2_17_16	17	16	L51	tumor	T0
C2_15_16	15	16	L52	tumor	T0
C2_16_16	16	16	L53	tumor	T0
C2_9_16	9	16	L54	tumor	T0
C2_23_16	23	16	L55	tumor	T0
C2_7_16	7	16	L56	tumor	T0
C2_3_16	3	16	L57	tumor	T0
C2_12_16	12	16	L58	tumor	T0
C2_6_16	6	16	L59	tumor	T0
C2_5_16	5	16	L60	tumor	T0
C2_4_16	4	16	L61	tumor	T0
C2_2_16	2	16	L62	tumor	T0
C2_13_16	13	16	L63	tumor	T0
C2_11_17	11	17	L64	tumor	T0
C2_22_17	22	17	L65	tumor	T0
C2_10_17	10	17	L66	tumor	T0
C2_20_17	20	17	L67	tumor	T0
C2_19_17	19	17	L68	tumor	T0
C2_23_17	23	17	L69	tumor	T0
C2_9_17	9	17	L70	tumor	T0
C2_16_17	16	17	L71	tumor	T0
C2_8_17	8	17	L72	tumor	T0
C2_18_17	18	17	L73	tumor	T0
C2_14_17	14	17	L74	tumor	T0
C2_21_17	21	17	L75	tumor	T0
C2_24_17	24	17	L76	tumor	T0
C2_5_17	5	17	L77	tumor	T0
C2_15_17	15	17	L78	tumor	T0
C2_17_17	17	17	L79	tumor	T0
C2_3_17	3	17	L80	tumor	T0
C2_4_17	4	17	L81	tumor	T0
C2_12_17	12	17	L82	tumor	T0
C2_7_17	7	17	L83	tumor	T0
C2_13_17	13	17	L84	tumor	T0
C2_6_17	6	17	L85	tumor	T0
C2_2_17	2	17	L86	tumor	T0
C2_22_18	22	18	L87	tumor	T0
C2_21_18	21	18	L88	tumor	T0
C2_11_18	11	18	L89	tumor	T0
C2_10_18	10	18	L90	tumor	T0
C2_20_18	20	18	L91	tumor	T0
C2_19_18	19	18	L92	tumor	T0
C2_15_18	15	18	L93	tumor	T0
C2_16_18	16	18	L94	tumor	T0
C2_8_18	8	18	L95	tumor	T0
C2_25_18	25	18	L96	tumor	T0
C2_14_18	14	18	L97	tumor	T0
C2_17_18	17	18	L98	tumor	T0
C2_24_18	24	18	L99	tumor	T0
C2_9_18	9	18	L100	tumor	T0
C2_23_18	23	18	L101	tumor	T0
C2_6_18	6	18	L102	tumor	T0
C2_13_18	13	18	L103	tumor	T0
C2_4_18	4	18	L104	tumor	T0
C2_7_18	7	18	L105	tumor	T0
C2_3_18	3	18	L106	tumor	T0
C2_12_18	12	18	L107	tumor	T0
C2_5_18	5	18	L108	tumor	T0
