xcoord	xcoord	ycoord	lab	tumor	tumor_id
D1_6_2	6	2	L2	tumor	T0
D1_7_2	7	2	L1	tumor	T0
D1_8_2	8	2	L3	tumor	T0
D1_6_3	6	3	L7	tumor	T0
D1_7_3	7	3	L5	tumor	T0
D1_8_3	8	3	L4	tumor	T0
D1_9_3	9	3	L6	tumor	T0
D1_6_4	6	4	L14	tumor	T0
D1_7_4	7	4	L12	tumor	T0
D1_8_4	8	4	L11	tumor	T0
D1_9_4	9	4	L10	tumor	T0
D1_10_4	10	4	L8	tumor	T0
D1_11_4	11	4	L9	tumor	T0
D1_12_4	12	4	L13	tumor	T0
D1_6_5	6	5	L15	tumor	T0
D1_7_5	7	5	L21	tumor	T0
D1_8_5	8	5	L18	tumor	T0
D1_9_5	9	5	L19	tumor	T0
D1_10_5	10	5	L17	tumor	T0
D1_11_5	11	5	L16	tumor	T0
D1_12_5	12	5	L20	tumor	T0
D1_13_5	13	5	L22	tumor	T0
D1_3_6	3	6	L35	tumor	T0
D1_4_6	4	6	L32	tumor	T0
D1_5_6	5	6	L27	tumor	T0
D1_6_6	6	6	L31	tumor	T0
D1_7_6	7	6	L30	tumor	T0
D1_8_6	8	6	L28	tumor	T0
D1_9_6	9	6	L29	tumor	T0
D1_10_6	10	6	L24	tumor	T0
D1_11_6	11	6	L23	tumor	T0
D1_12_6	12	6	L25	non	non
D1_13_6	13	6	L33	tumor	T0
D1_14_6	14	6	L34	tumor	T0
D1_15_6	15	6	L26	tumor	T0
D1_2_7	2	7	L50	tumor	T0
D1_3_7	3	7	L41	tumor	T0
D1_4_7	4	7	L36	tumor	T0
D1_5_7	5	7	L40	tumor	T0
D1_6_7	6	7	L47	tumor	T0
D1_7_7	7	7	L46	tumor	T0
D1_8_7	8	7	L43	tumor	T0
D1_9_7	9	7	L39	tumor	T0
D1_10_7	10	7	L38	tumor	T0
D1_11_7	11	7	L37	tumor	T0
D1_12_7	12	7	L48	tumor	T0
D1_13_7	13	7	L49	tumor	T0
D1_14_7	14	7	L45	tumor	T0
D1_15_7	15	7	L42	tumor	T0
D1_16_7	16	7	L44	tumor	T0
D1_2_8	2	8	L64	tumor	T0
D1_3_8	3	8	L63	tumor	T0
D1_4_8	4	8	L58	tumor	T0
D1_5_8	5	8	L55	tumor	T0
D1_6_8	6	8	L54	tumor	T0
D1_7_8	7	8	L60	tumor	T0
D1_8_8	8	8	L61	tumor	T0
D1_9_8	9	8	L52	tumor	T0
D1_10_8	10	8	L57	tumor	T0
D1_11_8	11	8	L51	tumor	T0
D1_12_8	12	8	L59	tumor	T0
D1_13_8	13	8	L62	tumor	T0
D1_14_8	14	8	L65	tumor	T0
D1_16_8	16	8	L56	tumor	T0
D1_17_8	17	8	L53	tumor	T0
D1_2_9	2	9	L80	tumor	T0
D1_3_9	3	9	L77	tumor	T0
D1_4_9	4	9	L79	tumor	T0
D1_5_9	5	9	L70	tumor	T0
D1_6_9	6	9	L73	tumor	T0
D1_7_9	7	9	L78	tumor	T0
D1_8_9	8	9	L71	tumor	T0
D1_9_9	9	9	L67	tumor	T0
D1_10_9	10	9	L69	tumor	T0
D1_11_9	11	9	L66	tumor	T0
D1_12_9	12	9	L76	tumor	T0
D1_13_9	13	9	L74	tumor	T0
D1_14_9	14	9	L72	tumor	T0
D1_15_9	15	9	L81	non	non
D1_16_9	16	9	L82	tumor	T0
D1_17_9	17	9	L75	tumor	T0
D1_18_9	18	9	L68	tumor	T0
D1_2_10	2	10	L99	tumor	T0
D1_3_10	3	10	L100	tumor	T0
D1_4_10	4	10	L96	tumor	T0
D1_5_10	5	10	L94	tumor	T0
D1_6_10	6	10	L97	tumor	T0
D1_7_10	7	10	L95	tumor	T0
D1_8_10	8	10	L92	tumor	T0
D1_9_10	9	10	L85	tumor	T0
D1_10_10	10	10	L84	tumor	T0
D1_11_10	11	10	L86	tumor	T0
D1_12_10	12	10	L93	tumor	T0
D1_13_10	13	10	L98	tumor	T0
D1_14_10	14	10	L90	tumor	T0
D1_15_10	15	10	L83	non	non
D1_16_10	16	10	L91	tumor	T0
D1_17_10	17	10	L87	tumor	T0
D1_18_10	18	10	L88	tumor	T0
D1_19_10	19	10	L89	tumor	T0
D1_2_11	2	11	L112	tumor	T0
D1_3_11	3	11	L113	tumor	T0
D1_4_11	4	11	L116	tumor	T0
D1_5_11	5	11	L117	tumor	T0
D1_6_11	6	11	L109	tumor	T0
D1_7_11	7	11	L105	tumor	T0
D1_8_11	8	11	L106	tumor	T0
D1_9_11	9	11	L111	tumor	T0
D1_10_11	10	11	L103	tumor	T0
D1_12_11	12	11	L115	tumor	T0
D1_13_11	13	11	L114	tumor	T0
D1_14_11	14	11	L118	tumor	T0
D1_15_11	15	11	L110	non	non
D1_16_11	16	11	L107	tumor	T0
D1_17_11	17	11	L108	tumor	T0
D1_18_11	18	11	L104	tumor	T0
D1_19_11	19	11	L102	tumor	T0
D1_20_11	20	11	L101	tumor	T0
D1_2_12	2	12	L138	tumor	T0
D1_3_12	3	12	L136	tumor	T0
D1_4_12	4	12	L131	tumor	T0
D1_5_12	5	12	L121	tumor	T0
D1_6_12	6	12	L137	tumor	T0
D1_7_12	7	12	L134	tumor	T0
D1_8_12	8	12	L129	tumor	T0
D1_9_12	9	12	L130	tumor	T0
D1_10_12	10	12	L128	tumor	T0
D1_11_12	11	12	L120	tumor	T0
D1_12_12	12	12	L123	tumor	T0
D1_13_12	13	12	L135	tumor	T0
D1_14_12	14	12	L132	tumor	T0
D1_15_12	15	12	L133	tumor	T0
D1_16_12	16	12	L125	non	non
D1_17_12	17	12	L124	tumor	T0
D1_18_12	18	12	L126	tumor	T0
D1_19_12	19	12	L127	tumor	T0
D1_20_12	20	12	L119	tumor	T0
D1_21_12	21	12	L122	tumor	T0
D1_2_13	2	13	L158	tumor	T0
D1_3_13	3	13	L159	tumor	T0
D1_4_13	4	13	L154	tumor	T0
D1_5_13	5	13	L149	tumor	T0
D1_6_13	6	13	L152	tumor	T0
D1_7_13	7	13	L153	tumor	T0
D1_8_13	8	13	L156	tumor	T0
D1_9_13	9	13	L150	tumor	T0
D1_10_13	10	13	L143	tumor	T0
D1_11_13	11	13	L140	tumor	T0
D1_12_13	12	13	L148	tumor	T0
D1_13_13	13	13	L157	tumor	T0
D1_14_13	14	13	L155	tumor	T0
D1_15_13	15	13	L142	tumor	T0
D1_16_13	16	13	L145	tumor	T0
D1_17_13	17	13	L146	tumor	T0
D1_18_13	18	13	L151	tumor	T0
D1_19_13	19	13	L147	tumor	T0
D1_20_13	20	13	L144	tumor	T0
D1_21_13	21	13	L141	tumor	T0
D1_22_13	22	13	L139	tumor	T0
D1_2_14	2	14	L181	tumor	T0
D1_3_14	3	14	L178	tumor	T0
D1_4_14	4	14	L179	tumor	T0
D1_5_14	5	14	L175	tumor	T0
D1_6_14	6	14	L180	tumor	T0
D1_7_14	7	14	L172	tumor	T0
D1_8_14	8	14	L170	tumor	T0
D1_9_14	9	14	L167	tumor	T0
D1_10_14	10	14	L174	tumor	T0
D1_11_14	11	14	L164	tumor	T0
D1_12_14	12	14	L176	tumor	T0
D1_13_14	13	14	L177	tumor	T0
D1_14_14	14	14	L173	tumor	T0
D1_15_14	15	14	L169	tumor	T0
D1_16_14	16	14	L161	tumor	T0
D1_17_14	17	14	L168	tumor	T0
D1_18_14	18	14	L166	tumor	T0
D1_19_14	19	14	L165	tumor	T0
D1_20_14	20	14	L162	tumor	T0
D1_21_14	21	14	L163	tumor	T0
D1_22_14	22	14	L160	tumor	T0
D1_23_14	23	14	L171	tumor	T0
D1_2_15	2	15	L204	tumor	T0
D1_3_15	3	15	L203	tumor	T0
D1_4_15	4	15	L197	tumor	T0
D1_5_15	5	15	L198	tumor	T0
D1_6_15	6	15	L200	tumor	T0
D1_7_15	7	15	L202	tumor	T0
D1_8_15	8	15	L194	tumor	T0
D1_9_15	9	15	L186	tumor	T0
D1_10_15	10	15	L188	tumor	T0
D1_11_15	11	15	L184	tumor	T0
D1_12_15	12	15	L201	tumor	T0
D1_13_15	13	15	L199	tumor	T0
D1_14_15	14	15	L191	tumor	T0
D1_15_15	15	15	L192	non	non
D1_16_15	16	15	L189	tumor	T0
D1_17_15	17	15	L195	tumor	T0
D1_18_15	18	15	L190	tumor	T0
D1_19_15	19	15	L187	tumor	T0
D1_20_15	20	15	L183	tumor	T0
D1_21_15	21	15	L193	tumor	T0
D1_22_15	22	15	L182	tumor	T0
D1_23_15	23	15	L185	tumor	T0
D1_24_15	24	15	L196	tumor	T0
D1_2_16	2	16	L227	tumor	T0
D1_3_16	3	16	L226	tumor	T0
D1_4_16	4	16	L224	tumor	T0
D1_5_16	5	16	L215	tumor	T0
D1_6_16	6	16	L212	tumor	T0
D1_7_16	7	16	L218	tumor	T0
D1_8_16	8	16	L219	tumor	T0
D1_9_16	9	16	L210	tumor	T0
D1_10_16	10	16	L211	tumor	T0
D1_11_16	11	16	L206	tumor	T0
D1_12_16	12	16	L220	tumor	T0
D1_13_16	13	16	L221	tumor	T0
D1_14_16	14	16	L222	tumor	T0
D1_15_16	15	16	L225	tumor	T0
D1_16_16	16	16	L214	tumor	T0
D1_17_16	17	16	L216	tumor	T0
D1_18_16	18	16	L209	tumor	T0
D1_19_16	19	16	L213	tumor	T0
D1_20_16	20	16	L208	tumor	T0
D1_21_16	21	16	L207	tumor	T0
D1_22_16	22	16	L205	tumor	T0
D1_23_16	23	16	L217	tumor	T0
D1_24_16	24	16	L223	tumor	T0
D1_2_17	2	17	L250	tumor	T0
D1_3_17	3	17	L249	tumor	T0
D1_4_17	4	17	L243	tumor	T0
D1_5_17	5	17	L242	tumor	T0
D1_6_17	6	17	L245	tumor	T0
D1_7_17	7	17	L244	tumor	T0
D1_8_17	8	17	L239	tumor	T0
D1_9_17	9	17	L232	tumor	T0
D1_10_17	10	17	L237	tumor	T0
D1_11_17	11	17	L228	tumor	T0
D1_12_17	12	17	L247	tumor	T0
D1_13_17	13	17	L248	tumor	T0
D1_14_17	14	17	L246	tumor	T0
D1_15_17	15	17	L251	tumor	T0
D1_16_17	16	17	L236	tumor	T0
D1_17_17	17	17	L241	tumor	T0
D1_18_17	18	17	L235	tumor	T0
D1_19_17	19	17	L234	tumor	T0
D1_20_17	20	17	L230	tumor	T0
D1_21_17	21	17	L233	tumor	T0
D1_22_17	22	17	L229	tumor	T0
D1_23_17	23	17	L240	non	non
D1_24_17	24	17	L238	non	non
D1_25_17	25	17	L231	tumor	T0
D1_2_18	2	18	L276	tumor	T0
D1_3_18	3	18	L275	tumor	T0
D1_4_18	4	18	L270	tumor	T0
D1_5_18	5	18	L258	tumor	T0
D1_6_18	6	18	L266	tumor	T0
D1_7_18	7	18	L273	tumor	T0
