xcoord	xcoord	ycoord	lab	tumor	tumor_id
C2_18_5	18	5	L1	non	non
C2_19_5	19	5	L2	non	non
C2_20_5	20	5	L3	non	non
C2_13_6	13	6	L7	non	non
C2_14_6	14	6	L9	non	non
C2_15_6	15	6	L8	non	non
C2_16_6	16	6	L5	non	non
C2_17_6	17	6	L6	non	non
C2_18_6	18	6	L11	non	non
C2_19_6	19	6	L10	non	non
C2_20_6	20	6	L4	non	non
C2_9_7	9	7	L17	non	non
C2_10_7	10	7	L12	non	non
C2_11_7	11	7	L13	non	non
C2_12_7	12	7	L21	non	non
C2_13_7	13	7	L23	non	non
C2_14_7	14	7	L19	non	non
C2_15_7	15	7	L18	non	non
C2_16_7	16	7	L15	non	non
C2_17_7	17	7	L20	non	non
C2_18_7	18	7	L22	non	non
C2_19_7	19	7	L16	non	non
C2_20_7	20	7	L14	non	non
C2_5_8	5	8	L27	non	non
C2_6_8	6	8	L28	non	non
C2_7_8	7	8	L31	non	non
C2_9_8	9	8	L32	non	non
C2_10_8	10	8	L25	non	non
C2_11_8	11	8	L24	non	non
C2_12_8	12	8	L39	non	non
C2_13_8	13	8	L38	non	non
C2_14_8	14	8	L35	non	non
C2_16_8	16	8	L30	tumor	T0
C2_17_8	17	8	L37	tumor	T0
C2_18_8	18	8	L34	tumor	T0
C2_19_8	19	8	L33	non	non
C2_20_8	20	8	L36	non	non
C2_21_8	21	8	L29	non	non
C2_22_8	22	8	L26	non	non
C2_3_9	3	9	L60	tumor	T1
C2_4_9	4	9	L47	tumor	T1
C2_5_9	5	9	L43	tumor	T1
C2_6_9	6	9	L55	non	non
C2_8_9	8	9	L51	non	non
C2_9_9	9	9	L48	non	non
C2_10_9	10	9	L49	non	non
C2_11_9	11	9	L41	non	non
C2_12_9	12	9	L59	non	non
C2_13_9	13	9	L52	non	non
C2_14_9	14	9	L56	non	non
C2_15_9	15	9	L53	tumor	T0
C2_16_9	16	9	L46	tumor	T0
C2_17_9	17	9	L58	tumor	T0
C2_18_9	18	9	L54	non	non
C2_19_9	19	9	L50	non	non
C2_20_9	20	9	L45	non	non
C2_21_9	21	9	L40	non	non
C2_22_9	22	9	L42	non	non
C2_23_9	23	9	L44	non	non
C2_24_9	24	9	L57	non	non
C2_3_10	3	10	L83	non	non
C2_4_10	4	10	L68	tumor	T1
C2_5_10	5	10	L72	non	non
C2_6_10	6	10	L79	non	non
C2_7_10	7	10	L73	non	non
C2_9_10	9	10	L74	non	non
C2_10_10	10	10	L63	non	non
C2_11_10	11	10	L61	non	non
C2_12_10	12	10	L82	non	non
C2_13_10	13	10	L81	tumor	T0
C2_14_10	14	10	L78	tumor	T0
C2_15_10	15	10	L77	tumor	T0
C2_16_10	16	10	L65	tumor	T0
C2_17_10	17	10	L75	non	non
C2_18_10	18	10	L80	non	non
C2_19_10	19	10	L71	non	non
C2_20_10	20	10	L66	non	non
C2_21_10	21	10	L62	non	non
C2_22_10	22	10	L76	non	non
C2_23_10	23	10	L64	non	non
C2_24_10	24	10	L69	non	non
C2_25_10	25	10	L70	non	non
C2_26_10	26	10	L67	non	non
C2_3_11	3	11	L105	tumor	T1
C2_4_11	4	11	L92	tumor	T1
C2_5_11	5	11	L93	non	non
C2_6_11	6	11	L95	non	non
C2_7_11	7	11	L96	non	non
C2_8_11	8	11	L89	non	non
C2_9_11	9	11	L91	non	non
C2_10_11	10	11	L85	non	non
