xcoord	xcoord	ycoord	lab	tumor	tumor_id
D2_13_10	13	10	L1	non	non
D2_12_11	12	11	L13	non	non
D2_15_11	15	11	L14	non	non
D2_16_11	16	11	L9	non	non
D2_17_11	17	11	L8	non	non
D2_18_11	18	11	L10	non	non
D2_19_11	19	11	L6	non	non
D2_22_11	22	11	L3	non	non
D2_23_11	23	11	L11	non	non
D2_24_11	24	11	L15	non	non
D2_25_11	25	11	L12	non	non
D2_26_11	26	11	L7	tumor	T0
D2_27_11	27	11	L5	tumor	T0
D2_28_11	28	11	L2	tumor	T0
D2_29_11	29	11	L4	tumor	T0
D2_10_12	10	12	L25	non	non
D2_11_12	11	12	L27	non	non
D2_12_12	12	12	L32	non	non
D2_13_12	13	12	L33	non	non
D2_15_12	15	12	L28	non	non
D2_16_12	16	12	L24	non	non
D2_17_12	17	12	L30	non	non
D2_18_12	18	12	L23	non	non
D2_19_12	19	12	L31	non	non
D2_20_12	20	12	L19	non	non
D2_21_12	21	12	L21	non	non
D2_22_12	22	12	L16	non	non
D2_23_12	23	12	L29	non	non
D2_24_12	24	12	L34	tumor	T0
D2_25_12	25	12	L26	tumor	T0
D2_26_12	26	12	L22	tumor	T0
D2_27_12	27	12	L20	tumor	T0
D2_28_12	28	12	L18	tumor	T0
D2_29_12	29	12	L17	tumor	T0
D2_9_13	9	13	L47	non	non
D2_10_13	10	13	L51	non	non
D2_11_13	11	13	L42	non	non
D2_12_13	12	13	L52	non	non
D2_13_13	13	13	L55	non	non
D2_14_13	14	13	L53	non	non
D2_15_13	15	13	L54	non	non
D2_16_13	16	13	L49	non	non
D2_17_13	17	13	L50	non	non
D2_18_13	18	13	L45	non	non
D2_19_13	19	13	L39	non	non
D2_20_13	20	13	L40	non	non
D2_21_13	21	13	L46	non	non
D2_22_13	22	13	L35	non	non
D2_23_13	23	13	L43	tumor	T0
D2_24_13	24	13	L48	tumor	T0
D2_25_13	25	13	L41	tumor	T0
D2_26_13	26	13	L44	tumor	T0
D2_27_13	27	13	L36	tumor	T0
D2_28_13	28	13	L37	tumor	T0
D2_29_13	29	13	L38	tumor	T0
D2_9_14	9	14	L67	non	non
D2_10_14	10	14	L74	non	non
D2_11_14	11	14	L59	non	non
D2_12_14	12	14	L76	non	non
D2_13_14	13	14	L75	non	non
D2_14_14	14	14	L72	non	non
D2_15_14	15	14	L71	non	non
D2_16_14	16	14	L68	non	non
D2_17_14	17	14	L73	non	non
D2_18_14	18	14	L65	non	non
D2_19_14	19	14	L64	non	non
D2_20_14	20	14	L60	non	non
D2_21_14	21	14	L69	non	non
D2_22_14	22	14	L57	non	non
D2_23_14	23	14	L66	tumor	T0
D2_24_14	24	14	L70	tumor	T0
D2_25_14	25	14	L62	tumor	T0
D2_26_14	26	14	L63	tumor	T0
D2_27_14	27	14	L58	tumor	T0
