xcoord	xcoord	ycoord	lab	tumor	tumor_id
D1_7_3	7	3	L1	tumor	T0
D1_6_3	6	3	L2	tumor	T0
D1_11_4	11	4	L3	tumor	T0
D1_9_4	9	4	L4	tumor	T0
D1_12_4	12	4	L5	tumor	T0
D1_10_4	10	4	L6	tumor	T0
D1_7_4	7	4	L7	tumor	T0
D1_8_4	8	4	L8	tumor	T0
D1_11_5	11	5	L9	tumor	T0
D1_15_5	15	5	L10	tumor	T0
D1_10_5	10	5	L11	tumor	T0
D1_7_5	7	5	L12	tumor	T0
D1_6_5	6	5	L13	tumor	T0
D1_12_5	12	5	L14	tumor	T0
D1_9_5	9	5	L15	tumor	T0
D1_13_5	13	5	L16	tumor	T0
D1_8_5	8	5	L17	tumor	T0
D1_16_5	16	5	L18	tumor	T0
D1_14_5	14	5	L19	tumor	T0
D1_11_6	11	6	L20	tumor	T0
D1_16_6	16	6	L21	tumor	T0
D1_19_6	19	6	L22	tumor	T0
D1_15_6	15	6	L23	tumor	T0
D1_7_6	7	6	L24	tumor	T0
D1_14_6	14	6	L25	tumor	T0
D1_18_6	18	6	L26	tumor	T0
D1_5_6	5	6	L27	non	non
D1_12_6	12	6	L28	tumor	T0
D1_9_6	9	6	L29	tumor	T0
D1_8_6	8	6	L30	tumor	T0
D1_13_6	13	6	L31	tumor	T0
D1_10_6	10	6	L32	tumor	T0
D1_17_6	17	6	L33	tumor	T0
D1_6_6	6	6	L34	non	non
D1_11_7	11	7	L35	tumor	T0
D1_9_7	9	7	L36	non	non
D1_18_7	18	7	L37	tumor	T0
D1_20_7	20	7	L38	non	non
D1_15_7	15	7	L39	tumor	T0
D1_21_7	21	7	L40	non	non
D1_10_7	10	7	L41	tumor	T0
D1_16_7	16	7	L42	tumor	T0
D1_19_7	19	7	L43	tumor	T0
D1_17_7	17	7	L44	tumor	T0
D1_7_7	7	7	L45	non	non
D1_8_7	8	7	L46	non	non
D1_14_7	14	7	L47	tumor	T0
D1_6_7	6	7	L48	non	non
D1_13_7	13	7	L49	tumor	T0
D1_12_7	12	7	L50	tumor	T0
D1_20_8	20	8	L51	non	non
D1_11_8	11	8	L52	tumor	T0
D1_22_8	22	8	L53	tumor	T0
D1_21_8	21	8	L54	non	non
D1_10_8	10	8	L55	tumor	T0
D1_12_8	12	8	L56	tumor	T0
D1_13_8	13	8	L57	tumor	T0
D1_9_8	9	8	L58	non	non
D1_8_8	8	8	L59	non	non
D1_16_8	16	8	L60	tumor	T0
D1_18_8	18	8	L61	tumor	T0
D1_14_8	14	8	L62	tumor	T0
D1_17_8	17	8	L63	non	non
D1_7_8	7	8	L64	non	non
D1_19_8	19	8	L65	tumor	T0
D1_22_9	22	9	L66	tumor	T0
D1_11_9	11	9	L67	tumor	T0
D1_18_9	18	9	L68	tumor	T0
D1_20_9	20	9	L69	non	non
D1_9_9	9	9	L70	tumor	T0
D1_10_9	10	9	L71	tumor	T0
D1_21_9	21	9	L72	non	non
D1_19_9	19	9	L73	tumor	T0
D1_14_9	14	9	L74	tumor	T0
D1_23_9	23	9	L75	tumor	T0
D1_7_9	7	9	L76	tumor	T0
D1_13_9	13	9	L77	tumor	T0
D1_17_9	17	9	L78	tumor	T0
D1_8_9	8	9	L79	tumor	T0
D1_12_9	12	9	L80	tumor	T0
D1_15_9	15	9	L81	tumor	T0
D1_16_9	16	9	L82	tumor	T0
D1_22_10	22	10	L83	tumor	T0
D1_20_10	20	10	L84	tumor	T0
D1_21_10	21	10	L85	tumor	T0
D1_16_10	16	10	L86	tumor	T0
D1_11_10	11	10	L87	tumor	T0
D1_26_10	26	10	L88	tumor	T0
D1_28_10	28	10	L89	tumor	T0
D1_14_10	14	10	L90	tumor	T0
D1_9_10	9	10	L91	tumor	T0
D1_10_10	10	10	L92	tumor	T0
D1_15_10	15	10	L93	tumor	T0
D1_17_10	17	10	L94	tumor	T0
D1_18_10	18	10	L95	tumor	T0
D1_19_10	19	10	L96	tumor	T0
D1_7_10	7	10	L97	tumor	T0
D1_25_10	25	10	L98	tumor	T0
D1_8_10	8	10	L99	tumor	T0
D1_23_10	23	10	L100	tumor	T0
D1_12_10	12	10	L101	tumor	T0
D1_13_10	13	10	L102	tumor	T0
D1_24_10	24	10	L103	tumor	T0
D1_22_11	22	11	L104	tumor	T0
D1_31_11	31	11	L105	tumor	T0
D1_20_11	20	11	L106	tumor	T0
D1_28_11	28	11	L107	tumor	T0
D1_9_11	9	11	L108	tumor	T0
D1_10_11	10	11	L109	tumor	T0
D1_30_11	30	11	L110	tumor	T0
D1_32_11	32	11	L111	tumor	T0
D1_21_11	21	11	L112	tumor	T0
D1_29_11	29	11	L113	tumor	T0
D1_26_11	26	11	L114	tumor	T0
D1_14_11	14	11	L115	tumor	T0
D1_15_11	15	11	L116	tumor	T0
D1_19_11	19	11	L117	tumor	T0
D1_16_11	16	11	L118	non	non
D1_23_11	23	11	L119	tumor	T0
D1_13_11	13	11	L120	tumor	T0
