xcoord	xcoord	ycoord	lab	tumor	tumor_id
C2_7_5	7	5	L1	non	non
C2_8_5	8	5	L2	non	non
C2_9_5	9	5	L3	non	non
C2_10_6	10	6	L4	non	non
C2_30_6	30	6	L5	non	non
C2_27_6	27	6	L6	non	non
C2_8_6	8	6	L7	non	non
C2_28_6	28	6	L8	non	non
C2_9_6	9	6	L9	non	non
C2_26_6	26	6	L10	non	non
C2_7_6	7	6	L11	non	non
C2_6_6	6	6	L12	non	non
C2_29_7	29	7	L13	non	non
C2_31_7	31	7	L14	non	non
C2_10_7	10	7	L15	non	non
C2_11_7	11	7	L16	non	non
C2_27_7	27	7	L17	non	non
C2_28_7	28	7	L18	non	non
C2_30_7	30	7	L19	non	non
C2_8_7	8	7	L20	non	non
C2_9_7	9	7	L21	non	non
C2_7_7	7	7	L22	non	non
C2_6_7	6	7	L23	non	non
C2_13_7	13	7	L24	non	non
C2_11_8	11	8	L25	non	non
C2_32_8	32	8	L26	non	non
C2_10_8	10	8	L27	non	non
C2_21_8	21	8	L28	non	non
C2_29_8	29	8	L29	non	non
C2_31_8	31	8	L30	non	non
C2_8_8	8	8	L31	non	non
C2_5_8	5	8	L32	non	non
C2_28_8	28	8	L33	non	non
C2_18_8	18	8	L34	non	non
C2_30_8	30	8	L35	non	non
C2_19_8	19	8	L36	non	non
C2_16_8	16	8	L37	non	non
C2_20_8	20	8	L38	non	non
C2_7_8	7	8	L39	non	non
C2_17_8	17	8	L40	non	non
C2_6_8	6	8	L41	non	non
C2_9_8	9	8	L42	non	non
C2_13_8	13	8	L43	non	non
C2_12_8	12	8	L44	non	non
C2_14_8	14	8	L45	non	non
C2_21_9	21	9	L46	non	non
C2_32_9	32	9	L47	non	non
C2_10_9	10	9	L48	non	non
C2_11_9	11	9	L49	non	non
C2_27_9	27	9	L50	non	non
C2_29_9	29	9	L51	non	non
C2_16_9	16	9	L52	non	non
C2_28_9	28	9	L53	non	non
C2_30_9	30	9	L54	non	non
C2_31_9	31	9	L55	non	non
C2_20_9	20	9	L56	non	non
C2_9_9	9	9	L57	non	non
C2_15_9	15	9	L58	non	non
C2_5_9	5	9	L59	non	non
C2_8_9	8	9	L60	non	non
C2_6_9	6	9	L61	non	non
C2_19_9	19	9	L62	non	non
C2_14_9	14	9	L63	non	non
C2_7_9	7	9	L64	non	non
C2_17_9	17	9	L65	non	non
C2_18_9	18	9	L66	non	non
C2_13_9	13	9	L67	non	non
C2_12_9	12	9	L68	non	non
C2_29_10	29	10	L69	non	non
C2_30_10	30	10	L70	non	non
C2_11_10	11	10	L71	non	non
C2_27_10	27	10	L72	non	non
C2_32_10	32	10	L73	non	non
C2_22_10	22	10	L74	non	non
C2_21_10	21	10	L75	non	non
C2_23_10	23	10	L76	non	non
C2_26_10	26	10	L77	non	non
C2_28_10	28	10	L78	non	non
C2_17_10	17	10	L79	tumor	T0
C2_16_10	16	10	L80	non	non
C2_20_10	20	10	L81	non	non
C2_18_10	18	10	L82	tumor	T0
C2_10_10	10	10	L83	non	non
C2_31_10	31	10	L84	non	non
C2_19_10	19	10	L85	non	non
C2_8_10	8	10	L86	non	non
C2_9_10	9	10	L87	non	non
C2_7_10	7	10	L88	non	non
C2_5_10	5	10	L89	non	non
C2_6_10	6	10	L90	non	non
C2_12_10	12	10	L91	non	non
C2_14_10	14	10	L92	non	non
C2_13_10	13	10	L93	non	non
C2_15_10	15	10	L94	non	non
C2_32_11	32	11	L95	non	non
C2_31_11	31	11	L96	non	non
C2_21_11	21	11	L97	tumor	T0
C2_27_11	27	11	L98	non	non
C2_10_11	10	11	L99	non	non
C2_22_11	22	11	L100	non	non
C2_16_11	16	11	L101	non	non
C2_5_11	5	11	L102	non	non
C2_30_11	30	11	L103	non	non
C2_25_11	25	11	L104	non	non
C2_13_11	13	11	L105	non	non
C2_26_11	26	11	L106	non	non
C2_29_11	29	11	L107	non	non
C2_8_11	8	11	L108	non	non
C2_9_11	9	11	L109	non	non
C2_18_11	18	11	L110	tumor	T0
C2_20_11	20	11	L111	tumor	T0
C2_28_11	28	11	L112	non	non
C2_7_11	7	11	L113	non	non
C2_17_11	17	11	L114	tumor	T0
C2_4_11	4	11	L115	non	non
C2_12_11	12	11	L116	non	non
C2_6_11	6	11	L117	non	non
C2_19_11	19	11	L118	tumor	T0
C2_15_11	15	11	L119	non	non
C2_14_11	14	11	L120	non	non
C2_24_11	24	11	L121	non	non
C2_23_11	23	11	L122	non	non
C2_32_12	32	12	L123	non	non
C2_22_12	22	12	L124	tumor	T0
C2_29_12	29	12	L125	non	non
C2_21_12	21	12	L126	tumor	T0
C2_30_12	30	12	L127	non	non
C2_20_12	20	12	L128	tumor	T0
C2_31_12	31	12	L129	non	non
C2_27_12	27	12	L130	non	non
C2_10_12	10	12	L131	non	non
C2_19_12	19	12	L132	tumor	T0
C2_11_12	11	12	L133	non	non
C2_26_12	26	12	L134	non	non
C2_28_12	28	12	L135	non	non
C2_16_12	16	12	L136	non	non
C2_18_12	18	12	L137	tumor	T0
C2_9_12	9	12	L138	non	non
C2_12_12	12	12	L139	non	non
