xcoord	xcoord	ycoord	lab	tumor	tumor_id
D2_16_10	16	10	L1	tumor	T0
D2_17_11	17	11	L2	tumor	T0
D2_22_11	22	11	L3	tumor	T0
D2_21_11	21	11	L4	tumor	T0
D2_14_11	14	11	L5	tumor	T0
D2_24_11	24	11	L6	tumor	T0
D2_15_11	15	11	L7	tumor	T0
D2_16_11	16	11	L8	tumor	T0
D2_22_12	22	12	L9	tumor	T0
D2_20_12	20	12	L10	tumor	T0
D2_11_12	11	12	L11	tumor	T0
D2_9_12	9	12	L12	tumor	T0
D2_21_12	21	12	L13	tumor	T0
D2_25_12	25	12	L14	tumor	T0
D2_19_12	19	12	L15	tumor	T0
D2_24_12	24	12	L16	tumor	T0
D2_13_12	13	12	L17	tumor	T0
D2_10_12	10	12	L18	tumor	T0
D2_14_12	14	12	L19	tumor	T0
D2_23_12	23	12	L20	tumor	T0
D2_26_12	26	12	L21	tumor	T0
D2_27_12	27	12	L22	tumor	T0
D2_12_12	12	12	L23	tumor	T0
D2_28_12	28	12	L24	tumor	T0
D2_22_13	22	13	L25	tumor	T0
D2_24_13	24	13	L26	tumor	T0
D2_9_13	9	13	L27	tumor	T0
D2_20_13	20	13	L28	tumor	T0
D2_21_13	21	13	L29	tumor	T0
D2_23_13	23	13	L30	tumor	T0
D2_27_13	27	13	L31	tumor	T0
D2_11_13	11	13	L32	tumor	T0
D2_29_13	29	13	L33	tumor	T0
D2_18_13	18	13	L34	tumor	T0
D2_10_13	10	13	L35	tumor	T0
D2_26_13	26	13	L36	tumor	T0
D2_25_13	25	13	L37	tumor	T0
D2_19_13	19	13	L38	tumor	T0
D2_28_13	28	13	L39	tumor	T0
D2_13_13	13	13	L40	tumor	T0
D2_12_13	12	13	L41	tumor	T0
D2_21_14	21	14	L42	tumor	T0
D2_22_14	22	14	L43	tumor	T0
D2_9_14	9	14	L44	tumor	T0
D2_20_14	20	14	L45	tumor	T0
D2_24_14	24	14	L46	tumor	T0
D2_10_14	10	14	L47	tumor	T0
D2_30_14	30	14	L48	tumor	T0
D2_17_14	17	14	L49	tumor	T0
D2_19_14	19	14	L50	tumor	T0
D2_28_14	28	14	L51	tumor	T0
D2_11_14	11	14	L52	tumor	T0
D2_27_14	27	14	L53	tumor	T0
D2_16_14	16	14	L54	tumor	T0
D2_26_14	26	14	L55	tumor	T0
D2_25_14	25	14	L56	tumor	T0
D2_23_14	23	14	L57	tumor	T0
D2_29_14	29	14	L58	tumor	T0
D2_18_14	18	14	L59	tumor	T0
D2_12_14	12	14	L60	tumor	T0
D2_22_15	22	15	L61	tumor	T0
D2_30_15	30	15	L62	tumor	T0
D2_20_15	20	15	L63	tumor	T0
D2_23_15	23	15	L64	tumor	T0
D2_24_15	24	15	L65	tumor	T0
D2_29_15	29	15	L66	tumor	T0
D2_21_15	21	15	L67	tumor	T0
D2_26_15	26	15	L68	tumor	T0
D2_27_15	27	15	L69	tumor	T0
D2_8_15	8	15	L70	tumor	T0
D2_17_15	17	15	L71	tumor	T0
D2_28_15	28	15	L72	tumor	T0
D2_25_15	25	15	L73	tumor	T0
D2_7_15	7	15	L74	tumor	T0
D2_15_15	15	15	L75	tumor	T0
D2_16_15	16	15	L76	tumor	T0
D2_13_15	13	15	L77	non	non
D2_14_15	14	15	L78	tumor	T0
D2_19_15	19	15	L79	tumor	T0
D2_18_15	18	15	L80	tumor	T0
D2_22_16	22	16	L81	tumor	T0
D2_31_16	31	16	L82	tumor	T0
D2_20_16	20	16	L83	tumor	T0
D2_18_16	18	16	L84	tumor	T0
D2_11_16	11	16	L85	non	non
D2_27_16	27	16	L86	tumor	T0
D2_8_16	8	16	L87	tumor	T0
D2_19_16	19	16	L88	tumor	T0
D2_29_16	29	16	L89	tumor	T0
D2_28_16	28	16	L90	tumor	T0
D2_21_16	21	16	L91	tumor	T0
D2_6_16	6	16	L92	tumor	T0
D2_25_16	25	16	L93	tumor	T0
D2_7_16	7	16	L94	tumor	T0
D2_26_16	26	16	L95	tumor	T0
D2_10_16	10	16	L96	non	non
D2_14_16	14	16	L97	tumor	T0
D2_16_16	16	16	L98	tumor	T0
D2_30_16	30	16	L99	tumor	T0
D2_15_16	15	16	L100	tumor	T0
D2_24_16	24	16	L101	non	non
D2_17_16	17	16	L102	tumor	T0
D2_13_16	13	16	L103	non	non
D2_12_16	12	16	L104	non	non
D2_23_16	23	16	L105	tumor	T0
D2_22_17	22	17	L106	tumor	T0
D2_21_17	21	17	L107	tumor	T0
D2_11_17	11	17	L108	tumor	T0
D2_30_17	30	17	L109	tumor	T0
D2_31_17	31	17	L110	tumor	T0
D2_20_17	20	17	L111	tumor	T0
D2_9_17	9	17	L112	non	non
D2_29_17	29	17	L113	tumor	T0
D2_27_17	27	17	L114	tumor	T0
D2_8_17	8	17	L115	tumor	T0
D2_16_17	16	17	L116	tumor	T0
D2_28_17	28	17	L117	tumor	T0
D2_7_17	7	17	L118	tumor	T0
D2_17_17	17	17	L119	tumor	T0
D2_32_17	32	17	L120	tumor	T0
D2_10_17	10	17	L121	non	non
D2_15_17	15	17	L122	tumor	T0
D2_25_17	25	17	L123	tumor	T0
D2_26_17	26	17	L124	tumor	T0
D2_23_17	23	17	L125	tumor	T0
D2_14_17	14	17	L126	tumor	T0
D2_18_17	18	17	L127	tumor	T0
D2_19_17	19	17	L128	tumor	T0
D2_24_17	24	17	L129	tumor	T0
D2_12_17	12	17	L130	tumor	T0
D2_6_17	6	17	L131	tumor	T0
D2_13_17	13	17	L132	tumor	T0
D2_22_18	22	18	L133	tumor	T0
D2_11_18	11	18	L134	tumor	T0
D2_31_18	31	18	L135	tumor	T0
D2_29_18	29	18	L136	tumor	T0
D2_10_18	10	18	L137	non	non
D2_21_18	21	18	L138	tumor	T0
D2_9_18	9	18	L139	tumor	T0
D2_27_18	27	18	L140	tumor	T0
D2_7_18	7	18	L141	tumor	T0
D2_20_18	20	18	L142	tumor	T0
D2_28_18	28	18	L143	tumor	T0
D2_6_18	6	18	L144	tumor	T0
D2_8_18	8	18	L145	tumor	T0
D2_16_18	16	18	L146	tumor	T0
D2_32_18	32	18	L147	non	non
D2_19_18	19	18	L148	tumor	T0
D2_30_18	30	18	L149	tumor	T0
D2_23_18	23	18	L150	tumor	T0
D2_24_18	24	18	L151	tumor	T0
D2_14_18	14	18	L152	tumor	T0
D2_26_18	26	18	L153	tumor	T0
D2_15_18	15	18	L154	tumor	T0
D2_13_18	13	18	L155	tumor	T0
D2_17_18	17	18	L156	tumor	T0
D2_12_18	12	18	L157	tumor	T0
D2_25_18	25	18	L158	non	non
D2_22_19	22	19	L159	tumor	T0
D2_27_19	27	19	L160	tumor	T0
D2_11_19	11	19	L161	tumor	T0
D2_20_19	20	19	L162	tumor	T0
D2_28_19	28	19	L163	tumor	T0
D2_32_19	32	19	L164	non	non
D2_9_19	9	19	L165	tumor	T0
D2_8_19	8	19	L166	tumor	T0
D2_31_19	31	19	L167	non	non
D2_30_19	30	19	L168	tumor	T0
D2_10_19	10	19	L169	tumor	T0
D2_29_19	29	19	L170	tumor	T0
D2_21_19	21	19	L171	tumor	T0
D2_16_19	16	19	L172	tumor	T0
D2_26_19	26	19	L173	tumor	T0
D2_24_19	24	19	L174	tumor	T0
D2_5_19	5	19	L175	tumor	T0
D2_18_19	18	19	L176	tumor	T0
D2_19_19	19	19	L177	tumor	T0
