xcoord	xcoord	ycoord	lab	tumor	tumor_id
E1_17_11	17	11	L1	tumor	T0
E1_22_11	22	11	L2	tumor	T0
E1_8_11	8	11	L3	tumor	T0
E1_10_11	10	11	L4	tumor	T0
E1_9_11	9	11	L5	tumor	T0
E1_19_11	19	11	L6	tumor	T0
E1_14_11	14	11	L7	tumor	T0
E1_16_11	16	11	L8	tumor	T0
E1_4_11	4	11	L9	tumor	T0
E1_5_11	5	11	L10	tumor	T0
E1_6_11	6	11	L11	non	non
E1_7_11	7	11	L12	tumor	T0
E1_15_11	15	11	L13	tumor	T0
E1_3_11	3	11	L14	tumor	T0
E1_20_11	20	11	L15	tumor	T0
E1_23_11	23	11	L16	tumor	T0
E1_13_11	13	11	L17	tumor	T0
E1_12_11	12	11	L18	tumor	T0
E1_21_11	21	11	L19	tumor	T0
E1_18_11	18	11	L20	tumor	T0
E1_24_12	24	12	L21	tumor	T0
E1_22_12	22	12	L22	tumor	T0
E1_11_12	11	12	L23	tumor	T0
E1_21_12	21	12	L24	tumor	T0
E1_25_12	25	12	L25	tumor	T0
E1_10_12	10	12	L26	non	non
E1_9_12	9	12	L27	tumor	T0
E1_17_12	17	12	L28	tumor	T0
E1_20_12	20	12	L29	tumor	T0
E1_23_12	23	12	L30	tumor	T0
E1_7_12	7	12	L31	tumor	T0
E1_8_12	8	12	L32	tumor	T0
E1_6_12	6	12	L33	tumor	T0
E1_14_12	14	12	L34	tumor	T0
E1_4_12	4	12	L35	tumor	T0
E1_19_12	19	12	L36	tumor	T0
E1_12_12	12	12	L37	tumor	T0
E1_18_12	18	12	L38	tumor	T0
E1_5_12	5	12	L39	tumor	T0
E1_16_12	16	12	L40	tumor	T0
E1_13_12	13	12	L41	tumor	T0
E1_15_12	15	12	L42	tumor	T0
E1_22_13	22	13	L43	tumor	T0
E1_17_13	17	13	L44	tumor	T0
E1_11_13	11	13	L45	tumor	T0
E1_21_13	21	13	L46	tumor	T0
E1_19_13	19	13	L47	tumor	T0
E1_10_13	10	13	L48	tumor	T0
E1_25_13	25	13	L49	tumor	T0
E1_18_13	18	13	L50	tumor	T0
E1_16_13	16	13	L51	tumor	T0
E1_23_13	23	13	L52	tumor	T0
E1_24_13	24	13	L53	tumor	T0
E1_15_13	15	13	L54	tumor	T0
E1_6_13	6	13	L55	tumor	T0
E1_9_13	9	13	L56	tumor	T0
E1_12_13	12	13	L57	tumor	T0
E1_14_13	14	13	L58	tumor	T0
E1_20_13	20	13	L59	tumor	T0
E1_7_13	7	13	L60	tumor	T0
E1_4_13	4	13	L61	tumor	T0
E1_8_13	8	13	L62	tumor	T0
E1_5_13	5	13	L63	tumor	T0
E1_26_13	26	13	L64	tumor	T0
E1_13_13	13	13	L65	tumor	T0
E1_22_14	22	14	L66	tumor	T0
E1_9_14	9	14	L67	tumor	T0
E1_21_14	21	14	L68	tumor	T0
E1_11_14	11	14	L69	tumor	T0
E1_20_14	20	14	L70	tumor	T0
E1_19_14	19	14	L71	tumor	T0
E1_10_14	10	14	L72	tumor	T0
E1_26_14	26	14	L73	tumor	T0
E1_8_14	8	14	L74	tumor	T0
E1_17_14	17	14	L75	tumor	T0
E1_14_14	14	14	L76	tumor	T0
E1_25_14	25	14	L77	tumor	T0
E1_15_14	15	14	L78	tumor	T0
E1_7_14	7	14	L79	tumor	T0
E1_16_14	16	14	L80	tumor	T0
E1_18_14	18	14	L81	tumor	T0
E1_23_14	23	14	L82	tumor	T0
E1_6_14	6	14	L83	tumor	T0
E1_4_14	4	14	L84	tumor	T0
E1_12_14	12	14	L85	tumor	T0
E1_13_14	13	14	L86	tumor	T0
E1_5_14	5	14	L87	tumor	T0
E1_24_14	24	14	L88	tumor	T0
E1_15_15	15	15	L89	tumor	T0
E1_22_15	22	15	L90	tumor	T0
E1_11_15	11	15	L91	tumor	T0
E1_10_15	10	15	L92	tumor	T0
E1_27_15	27	15	L93	tumor	T0
E1_19_15	19	15	L94	tumor	T0
E1_25_15	25	15	L95	tumor	T0
E1_26_15	26	15	L96	tumor	T0
E1_14_15	14	15	L97	tumor	T0
E1_9_15	9	15	L98	tumor	T0
E1_13_15	13	15	L99	tumor	T0
E1_17_15	17	15	L100	tumor	T0
E1_24_15	24	15	L101	tumor	T0
E1_18_15	18	15	L102	tumor	T0
E1_16_15	16	15	L103	tumor	T0
E1_6_15	6	15	L104	tumor	T0
E1_12_15	12	15	L105	tumor	T0
E1_23_15	23	15	L106	tumor	T0
E1_5_15	5	15	L107	tumor	T0
E1_8_15	8	15	L108	tumor	T0
E1_21_15	21	15	L109	tumor	T0
E1_20_15	20	15	L110	tumor	T0
E1_7_15	7	15	L111	non	non
E1_22_16	22	16	L112	tumor	T0
E1_19_16	19	16	L113	tumor	T0
E1_11_16	11	16	L114	non	non
E1_14_16	14	16	L115	tumor	T0
E1_21_16	21	16	L116	tumor	T0
E1_20_16	20	16	L117	tumor	T0
E1_10_16	10	16	L118	non	non
E1_16_16	16	16	L119	tumor	T0
E1_17_16	17	16	L120	tumor	T0
E1_26_16	26	16	L121	tumor	T0
E1_9_16	9	16	L122	tumor	T0
E1_15_16	15	16	L123	tumor	T0
E1_25_16	25	16	L124	tumor	T0
E1_18_16	18	16	L125	tumor	T0
E1_23_16	23	16	L126	tumor	T0
E1_8_16	8	16	L127	tumor	T0
E1_24_16	24	16	L128	tumor	T0
E1_12_16	12	16	L129	tumor	T0
E1_6_16	6	16	L130	tumor	T0
E1_5_16	5	16	L131	tumor	T0
E1_7_16	7	16	L132	tumor	T0
E1_13_16	13	16	L133	tumor	T0
E1_22_17	22	17	L134	tumor	T0
E1_21_17	21	17	L135	tumor	T0
E1_10_17	10	17	L136	tumor	T0
E1_11_17	11	17	L137	tumor	T0
E1_9_17	9	17	L138	non	non
E1_27_17	27	17	L139	tumor	T0
E1_20_17	20	17	L140	tumor	T0
E1_6_17	6	17	L141	tumor	T0
E1_17_17	17	17	L142	tumor	T0
E1_8_17	8	17	L143	tumor	T0
E1_23_17	23	17	L144	tumor	T0
E1_25_17	25	17	L145	tumor	T0
E1_19_17	19	17	L146	tumor	T0
E1_16_17	16	17	L147	tumor	T0
E1_24_17	24	17	L148	tumor	T0
E1_14_17	14	17	L149	tumor	T0
E1_15_17	15	17	L150	tumor	T0
E1_18_17	18	17	L151	tumor	T0
E1_7_17	7	17	L152	tumor	T0
E1_12_17	12	17	L153	tumor	T0
E1_5_17	5	17	L154	tumor	T0
E1_13_17	13	17	L155	tumor	T0
E1_26_17	26	17	L156	tumor	T0
E1_22_18	22	18	L157	tumor	T0
E1_23_18	23	18	L158	tumor	T0
E1_11_18	11	18	L159	tumor	T0
E1_21_18	21	18	L160	tumor	T0
E1_20_18	20	18	L161	tumor	T0
E1_25_18	25	18	L162	tumor	T0
E1_19_18	19	18	L163	tumor	T0
E1_17_18	17	18	L164	tumor	T0
E1_27_18	27	18	L165	non	non
E1_9_18	9	18	L166	non	non
E1_26_18	26	18	L167	tumor	T0
E1_10_18	10	18	L168	tumor	T0
E1_16_18	16	18	L169	tumor	T0
E1_24_18	24	18	L170	tumor	T0
E1_8_18	8	18	L171	tumor	T0
E1_15_18	15	18	L172	tumor	T0
E1_12_18	12	18	L173	tumor	T0
E1_7_18	7	18	L174	tumor	T0
E1_14_18	14	18	L175	tumor	T0
E1_6_18	6	18	L176	non	non
E1_13_18	13	18	L177	tumor	T0
E1_5_18	5	18	L178	non	non
E1_22_19	22	19	L179	tumor	T0
E1_11_19	11	19	L180	tumor	T0
E1_20_19	20	19	L181	tumor	T0
E1_21_19	21	19	L182	tumor	T0
E1_10_19	10	19	L183	tumor	T0
E1_25_19	25	19	L184	tumor	T0
E1_26_19	26	19	L185	non	non
E1_27_19	27	19	L186	non	non
E1_19_19	19	19	L187	tumor	T0
E1_9_19	9	19	L188	non	non
E1_15_19	15	19	L189	tumor	T0
E1_6_19	6	19	L190	non	non
E1_14_19	14	19	L191	tumor	T0
E1_17_19	17	19	L192	tumor	T0
E1_8_19	8	19	L193	non	non
E1_16_19	16	19	L194	tumor	T0
E1_24_19	24	19	L195	tumor	T0
E1_7_19	7	19	L196	non	non
E1_13_19	13	19	L197	tumor	T0
E1_12_19	12	19	L198	tumor	T0
E1_23_19	23	19	L199	tumor	T0
E1_5_19	5	19	L200	non	non
E1_18_19	18	19	L201	tumor	T0
E1_22_20	22	20	L202	tumor	T0
E1_21_20	21	20	L203	tumor	T0
E1_11_20	11	20	L204	tumor	T0
E1_26_20	26	20	L205	tumor	T0
E1_25_20	25	20	L206	tumor	T0
E1_9_20	9	20	L207	tumor	T0
E1_8_20	8	20	L208	tumor	T0
E1_19_20	19	20	L209	tumor	T0
E1_20_20	20	20	L210	tumor	T0
E1_27_20	27	20	L211	non	non
E1_14_20	14	20	L212	tumor	T0
E1_16_20	16	20	L213	tumor	T0
E1_17_20	17	20	L214	tumor	T0
E1_13_20	13	20	L215	tumor	T0
E1_24_20	24	20	L216	tumor	T0
E1_10_20	10	20	L217	tumor	T0
E1_5_20	5	20	L218	non	non
E1_18_20	18	20	L219	tumor	T0
E1_12_20	12	20	L220	tumor	T0
E1_6_20	6	20	L221	non	non
E1_15_20	15	20	L222	tumor	T0
E1_23_20	23	20	L223	tumor	T0
E1_7_20	7	20	L224	tumor	T0
E1_11_21	11	21	L225	tumor	T0
E1_21_21	21	21	L226	tumor	T0
E1_28_21	28	21	L227	non	non
E1_17_21	17	21	L228	tumor	T0
E1_20_21	20	21	L229	tumor	T0
E1_25_21	25	21	L230	tumor	T0
E1_9_21	9	21	L231	tumor	T0
E1_19_21	19	21	L232	tumor	T0
E1_27_21	27	21	L233	non	non
E1_16_21	16	21	L234	tumor	T0
E1_10_21	10	21	L235	tumor	T0
E1_15_21	15	21	L236	tumor	T0
E1_22_21	22	21	L237	tumor	T0
E1_23_21	23	21	L238	tumor	T0
E1_26_21	26	21	L239	tumor	T0
E1_18_21	18	21	L240	tumor	T0
E1_8_21	8	21	L241	non	non
E1_14_21	14	21	L242	tumor	T0
E1_7_21	7	21	L243	tumor	T0
E1_6_21	6	21	L244	tumor	T0
E1_12_21	12	21	L245	tumor	T0
E1_24_21	24	21	L246	tumor	T0
E1_5_21	5	21	L247	tumor	T0
E1_13_21	13	21	L248	tumor	T0
E1_22_22	22	22	L249	tumor	T0
E1_11_22	11	22	L250	tumor	T0
E1_21_22	21	22	L251	tumor	T0
E1_20_22	20	22	L252	tumor	T0
E1_19_22	19	22	L253	tumor	T0
E1_16_22	16	22	L254	tumor	T0
E1_17_22	17	22	L255	tumor	T0
E1_25_22	25	22	L256	tumor	T0
E1_14_22	14	22	L257	tumor	T0
E1_23_22	23	22	L258	tumor	T0
E1_9_22	9	22	L259	tumor	T0
E1_26_22	26	22	L260	tumor	T0
E1_6_22	6	22	L261	tumor	T0
E1_5_22	5	22	L262	tumor	T0
E1_7_22	7	22	L263	tumor	T0
E1_12_22	12	22	L264	tumor	T0
E1_8_22	8	22	L265	tumor	T0
E1_13_22	13	22	L266	tumor	T0
E1_15_22	15	22	L267	tumor	T0
E1_18_22	18	22	L268	tumor	T0
E1_10_22	10	22	L269	tumor	T0
E1_22_23	22	23	L270	tumor	T0
E1_21_23	21	23	L271	tumor	T0
E1_20_23	20	23	L272	tumor	T0
E1_11_23	11	23	L273	non	non
E1_27_23	27	23	L274	non	non
E1_25_23	25	23	L275	tumor	T0
E1_14_23	14	23	L276	tumor	T0
E1_15_23	15	23	L277	tumor	T0
E1_17_23	17	23	L278	tumor	T0
E1_26_23	26	23	L279	tumor	T0
E1_19_23	19	23	L280	tumor	T0
E1_10_23	10	23	L281	tumor	T0
E1_13_23	13	23	L282	tumor	T0
E1_18_23	18	23	L283	tumor	T0
E1_23_23	23	23	L284	tumor	T0
E1_8_23	8	23	L285	tumor	T0
E1_12_23	12	23	L286	tumor	T0
E1_16_23	16	23	L287	tumor	T0
E1_24_23	24	23	L288	tumor	T0
